Name,ZipCode
EMMERSON (LOUIS),60660
MOUNT GREENWOOD,60655
GATELY (JAMES),60628
PARK NO. 523,60617
BAULER (MATHIAS),60614
CARPENTER (PHILO),60621
ASHMORE,60630
NOTTINGHAM,60638
PORTAGE,60641
NASH (DON) COMM. CTR.,60649
COTTONWOOD,60644
FOSTER (J. FRANK),60620
PARK NO. 326,60637
BOSLEY (WILLIAM),60608
CLOVER,60614
SMITH (WENDELL),60628
ASHE (ARTHUR) BEACH,60649
PALMER (POTTER),60628
KORCZAK (JANUSZ),60659
PARK NO. 557,60645
STOUT (FLORENCE),60615
FERNWOOD,60628
COTTON TAIL,60616
BEEHIVE,60637
COSME (MARGARET),60620
BESSEMER (HENRY),60617
LUNA,60621
NORTH PARK NATURE CENTER,60646
DIXON (LORRAINE),60619
PARK NO. 554,60647
MUNROE,60655
GRANDPARENTS',60656
MANDRAKE (HENRY BROWN),60653
CARMEN,60640
HANSBERRY (LORRAINE),60637
AUSTIN (HENRY),60644
ROSENBLUM (J. LESLIE),60649
WANG (CHI CHE),60657
DICKINSON (ARTHUR),60641
LUELLA,60617
PARK NO. 419,60619
MARTIN (JOHNNY),60657
BARTELME (MARY),60602
LELAND GIANTS,60621
LONDON (LOUIS),60623
GLADYS (GUNDERSON),60624
THUIS (GRACE ZWIEFKA),60630
ROBINSON (JACKIE),60643
"PRATT (GEORGE, PAUL) BEACH",60626
COLUMBIA BEACH,60626
PRIVET,60614
MULBERRY POINT,60631
GINKGO,60623
LA FOLLETTE (ROBERT),60651
BACK OF THE YARDS,60609
LAKE MEADOWS,60616
SUNKEN GARDENS,60625
PARK NO. 514,60651
GREENBAUM (HENRY),60639
LINDBLOM (ROBERT),60636
HERMITAGE,60636
FOSCO (PETER),60608
EDMONDS (MOLLY),60621
BROOKS (GWENDOLYN),60653
FIELD (EUGENE),60625
MICEK (FRANK),60609
HICKORY,60640
DEBOW (RUSSELL),60619
DOUGHERTY (DANIEL),60647
GROSS,60625
DOUGLAS (STEPHEN),60623
FARGO (JAMES) BEACH,60626
BUCKTHORN,60653
TULEY (MURRAY),60619
GAGE (GEORGE),60629
LOYOLA,60626
WELLES (GIDEON),60625
CATALPA,60632
PROSPECT GARDENS,60643
PIOTROWSKI (LILLIAN),60623
DOGWOOD,60612
SIMONS (ALMIRA),60647
HOARD (EDISON),60619
PARK NO. 421,60609
BLACKHAWK,60639
RAINBOW BEACH,60649
PETERSON (PEHR SAMUEL),60646
OHIO & HARDING,60624
CORNELL (PAUL) SQUARE,60609
HONEYSUCKLE,60653
THE GROVE,60620
LAKE SHORE,60611
ORIOLE,60656
PARK NO. 519,60623
PERIWINKLE,60621
GOOSEBERRY,60640
NORWOOD CIRCLE,60631
KELLS (GEORGE),60624
DUBKIN (LEONARD),60626
BOSWELL (ARNITA YOUNG),60637
VOGLE (HENRY JR.),60625
STATEWAY,60609
MEYERING (WILLIAM),60619
HARSH (VIVIAN G.),60653
COMMERCIAL CLUB PGD. of CHICAGO,60622
JACOB,60625
PARK NO. 526,60659
GRANT (ULYSSES),60605
BUENA CIRCLE,60613
MULBERRY,60608
LANGLEY,60628
PLEASANT POINT,60631
JUNIPER,60613
MYRTLE GROVE,60631
"HOUSTON (JESSIE ""MA"")",60615
CLARK (JOHN),60644
PARK NO. 559,60660
BRANDS,60618
BUTTERCUP,60640
PARK NO. 503,60617
CLARK (RICHARD),60618
PARK NO. 563,60633
SYCAMORE,60615
WENTWORTH (JOHN) GARDENS,60609
LEVIN (JOHN),60644
"KING (MARTIN LUTHER, JR.)",60620
OZ,60614
HERMOSA,60639
MARIANO (LOUIS),60611
ARCHER (WILLIAM BEATTY),60632
VALLEY FORGE,60638
LAZARUS (EMMA),60626
PARK NO. 500,60624
GALEWOOD,60639
AIELLO (JOHN),60639
INDIAN ROAD,60646
SUN YAT-SEN,60616
OGDEN (WILLIAM),60636
VITTUM (HARRIET ELIZABETH),60638
MAPLE,60647
HAMLIN (HANNIBAL),60618
ADDAMS (JANE),60608
LITTLE VENICE,60609
PARK NO. 474,60616
BOHN (HENRY),60643
KOSCIUSZKO (THADEUZ),60647
KRAUSE (FRANCIS VERNON),60617
PARK-VIEW,60618
PARK NO. 521,60613
STANTON (EDWIN),60610
OAKDALE,60643
CLYBOURN (ARCHIBALD),60614
PARK NO. 432,60651
PARK NO. 534,60623
HAYES (FRANCIS),60652
FULLER (MELVILLE),60609
ALMOND,60643
RENAISSANCE,60620
PARK NO. 556,60647
PULASKI (CASIMER),60622
ROSEDALE,60646
WRIGHTWOOD,60614
WESOLEK (MARLENE),60633
INDIAN BOUNDARY,60645
MONTICELLO,60647
WIEBOLDT (WILLIAM),60657
ROWAN (WILLIAM),60617
LIMAS (JULIANN HOPE),60623
DOBSON,60619
BRYNFORD,60646
MOCCASIN RANCH,60637
HOMAN (JOSEPH),60623
SCHREIBER,60626
NEIGHBORS' GARDEN,60647
LAWLER (MICHAEL),60638
RAILROAD JUNCTION,60619
MID-NORTH,60614
WALSH (JOHN),60614
JACKSON (ANDREW),60637
WOODHULL (ROSS),60649
SMITH (JOSEPH HIGGINS),60612
PARK NO. 399,60622
GRAND,60651
WHITE (EDWARD),60643
CLEMENTE (ROBERTO),60622
PALMISANO (HENRY),60608
METCALFE (RALPH),60609
TRUMBULL (LYMAN),60617
LEGION,60659
NOETHLING (GRACE),60614
BRADLEY (JOSEPHINE),60617
NICHOLS (JOHN FOUNTAIN),60615
CHIPPEWA,60645
DURSO (JOHN),60610
Bellaire Avenue Park,91605
Sunnynook River Park,90027
Holmby Park,90024
South Victoria Ave Park,90043
Barry A. Sanders Sports Field,91316
Hermon / Arroyo Seco Dog Park,90042
Imperial Courts Park,90059
Wabash Recreation Center - Public Computer Center,90033
Griffith Park - Vermont Canyon Tennis Courts,90027
James Slauson Recreation Center,90011
105th Street Pocket Park,90044
Chase Park,91304
Echo Park Lake,90026
Eagle Rock Hillside Park,90041
Griffith Park - Shane's Inspiration Park,90027
Mae Boyar Park,91307
Saint Andrews Recreation Center,90047
Seily Rodriguez Park,90038
Sepulveda Sports Complex,91316
Palisades Recreation Center,90272
Van Nuys  Sherman Oaks Recreation Center,91423
Glassell Park,90065
Gladys Jean Wesson Park,90016
Elysian Park -  Avenue of the Palms,90012
Villa Cabrini Park,91504
Watts Community Park,90059
Penmar Youth Center,90291
Ken Malloy Harbor Regional Park,90710
David M. Gonzales / Pacoima Recreation Center - Public Computer Center,91331
Barrington Recreation Center,90049
Cheviot Hills Recreation Center,90064
Julian C. Dixon Ave. Park / 48th Street Park,90037
Wilmington Veterans Park,90744
Aliso Canyon Park,91326
Algin Sutton Tennis Courts,90044
Rancho Cienega Sports Complex,90016
Glassell Park,90065
Studio City Park (Beeman Park),91604
Kagel Canyon Park,91342
Echo Park,90026
Fred Roberts Park,90011
Andres Pico Adobe Park,91345
San Pasqual Park,90042
Holleigh Bernson Memorial Park,91326
Lilac Terrace Park,90012
Crestwood Hills Recreation Center,90049
Wabash Park,90033
Yucca Park Community Center,90028
White Point Nature Preserve & Education Center,90731
Browns Creek Park,91311
Eagle Rock Youth Center - Public Computer Center,90041
Griffith Park - Pony & Train Rides,90027
James Slauson Recreation Center - Public Computer Center,90011
Solano Canyon Community Garden,90012
Denker Recreation Center,90018
6th & Gladys Street Park,90021
Westside Neighborhood Park,90016
Lake View Terrace Park,91342
Sepulveda Basin Wildlife Reserve,91406
Mason Youth Center - Public Computer Center,91311
Van Nuys Sherman Oaks Pool,91423
Poinsettia Recreation Center - Public Computer Center,90046
Ralph C. Daniels Field Sports Center,90731
Tarzana Recreation Center,91356
Viking Park,91326
Valley Plaza Park,91606
Tarzana Youth Center - Public Computer Center,91356
Griffith Observatory,90027
Triangle Park (Marr Park),90291
Sullivan Canyon Park,90049
Branford Tennis Courts,91311
Westchester Recreation Center,90045
Roscoe-Valley Circle Park,91304
Barry A. Sanders Sports Field,91316
Lake Street Skate Park,90026
Sunland Recreation Center,91040
Seily Rodriguez Park,90038
Victory - Vineland Park,91606
Castle Peak Park,91304
Pan Pacific Park,90036
Runyon Canyon Dog Park,90046
Banning Residence Museum,90744
76th Street Pocket Park,90044
El Sereno Arroyo Playground,90032
Montecito Heights Recreation Center,90031
Evergreen Recreation Center,90033
Evergreen Park,90033
Stoner Skate Park,90025
Jackie Tatum / Harvard Recreation Center - Public Computer Center,90047
Martin Luther King Jr. Recreation Center - Public Computer Center,90062
Pecan Pool,90033
Rivas Canyon Park,90272
Verdugo Mountain Park,91352
Orthopaedic Hospital Universal Access Playground,90007
Wilmington Recreation Center - Public Computer Center,90744
Cabrillo Beach Bathhouse,90731
Campo de Cahuenga,91604
Granada Hills Pool,91344
Westwood Park,90025
Griffith Park - Pollywog Area,91506
Victory Valley Youth Center,91606
Mcgroarty Cultural Art Center,91042
Van Nuys Sherman Oaks Park,91423
Everett Triangle Park,90026
Griffith Park - Easter Field,90027
Poinsettia Recreation Center,90046
Ralph C. Daniels Field Tennis Courts,90731
Pan Pacific Park - Renee's Place,90036
Ritchie Valens Recreation Center - Public Computer Center,91331
Rancho Park 3-Par Golf Course,90064
Whitsett Fields Park,91606
Lanark Skate Plaza,91304
Evergreen Youth Center - Public Computer Center,90033
De Neve Square Park,90077
Poinsettia Tennis Courts,90046
Mandeville Canyon Park,90049
Sepulveda Pool,91402
East Los Angeles Park,90031
Ritchie Valens Pool,91331
Branford Recreation Center,91331
Valley Glen Community Park,91436
Hubert H. Humphrey Recreation Center,91331
Imperial Courts Recreation Center,90059
Libbit Park,91436
Bellevue Park,90026
North Hollywood Park,91601
Drum Barracks Civil War Museum,90744
Canoga Park Senior Center - Public Computer Center,91303
Glenhurst Park,90039
El Sereno Recreation Center,90032
Greek Theatre,90027
Robert F. Kennedy Inspiration Park,90010
Griffith Park - Riverside Tennis Courts,90027
East Wilmington Vest Pocket Park,90744
Yosemite Recreation Center,90041
Reynier Park,90035
Westchester Skate Park,90045
Vanalden Park,91324
North Hollywood Park / Dave Potell Memorial Sports Facility,91601
Green Meadows Recreation Center - Public Computer Center,90003
Lincoln Park,90031
Wilmington Town Square Park,90744
Barrington Park,90049
Seoul International Park,90006
Laurel Canyon Park,90046
Sun Valley Park Pool,91352
El Sereno Community Garden,90032
Westwood Pool,90025
Hartland Mini Park,91405
Peck Park Pool,90732
North East Valley Multipurpose Center,91331
Jordan Downs Recreation Center,90002
Corbin Canyon Park,91356
Sepulveda Garden Center,91406
Rose Hill Recreation Center,90032
Trinity Recreation Center - Public Computer Center,90011
Tregnan Golf Academy,90027
South Park Recreation Center,90011
Lincoln Park Skate Park,90031
Limekiln Canyon Park,91326
Ramon D. Garcia Park,90023
Delano Park,91411
Fairfax Senior Citizen Center,90046
Vineyard Recreation Center - Public Computer Center,90016
Westwood Recreation Complex,90025
Tiara Street Park,91601
Van Nuys Park,91405
Aliso Canyon Park,91326
Yucca Park,90028
Crestwood Hills Park,90049
East Wilmington Greenbelt Community Center,90744
Felicia Mahood Senior Multipurpose Center - Public Computer Center,90025
Van Nuys Multipurpose Senior Citizen Center (Bernardi Center),91401
Queen Anne Recreation Center,90019
Metro/Pacific Municipal Sports,90039
Serrania Avenue Park,91364
Shatto Recreation Center,90020
Culver Slauson Park,90230
Griffith Park - Bronson Canyon,90068
Hazard Park,90033
Sylmar Park,91342
Ramona Gardens Recreation Center - Public Computer Center,90033
Griffith Park Boys Camp,90027
Wilmington Skate Park (Ambassador Skate Park),90744
Lanark Recreation Center - Public Computer Center,91304
Greayer's Oak Mini Park,90065
Briarwood Park,90077
Reseda Recreation Center,91335
Sycamore Grove Tennis Courts,90042
Media Park,90232
Penmar Youth Center - Public Computer Center,90291
De Longpre Park,90028
Vista Hermosa Park,90026
Lou Costello (Hostetter) Pool,90023
Hazard Recreation Center,90033
Stoner Park Pool,90025
Gilbert W. Lindsay Recreation Center,90011
Encino Park,91316
Olguin Pool,90731
Sepulveda Tennis Courts,91405
Chatsworth Park South Recreation Center,91311
Chevy Chase Recreation Center,90039
Fernangeles Recreation Center,91352
Del Rey Lagoon,90293
Winnetka Recreation Center - Public Computer Center,91306
Jim Gilliam Park,90008
Griffith Park - Travel Town Museum,90027
West Adams Heights Park,90007
Chevy Chase Park,90039
Hansen Dam Golf Course,91331
Echo Park Recreation Center,90026
L.A. Equestrian Center,91506
Pecan Recreation Center,90033
Hollenbeck Park,90033
John S. Gibson Jr. Park,90731
Runnymede Park,91306
Elysian Park - Montecillo De Leo Politi,90012
Saint Andrews Tennis Courts,90047
Eagle Rock Park,90041
Harbor Park Golf Course,90744
Woodland Hills Park (Shoup Park),91367
Harbor City Recreation Center - Public Computer Center,90710
Imperial Courts Skate Park,90059
Anderson Memorial Senior Citizen Center,90731
Lincoln Park Recreation Center - Public Computer Center,90031
Canoga Park Senior Citizen Center,91303
Limekiln Canyon Park,91326
Denker Recreation Center - Public Computer Center,90018
Ross Snyder Recreation Center,90011
Hollenbeck Safe Spot Skate Spot,90033
Lemon Grove Recreation Center - Public Computer Center,90029
Yosemite Park,90041
Hoover Recreation Center,90007
Harding Golf Course,90027
Chesterfield Square Park,90062
Mason  Youth Center,91311
Cypress Recreation Center,90065
Jim Gilliam Park,90008
Panorama City Tennis Courts,91402
Fernangeles Pool,91352
Sherman Oaks Castle Park,91403
Westminster Dog Park,90291
David M. Gonzales / Pacoima Park,91331
Tarzana Park,91356
111th Place Pocket Park,90061
Kagel Canyon Park,91342
Palisades Park,90272
Warner Ranch Park,91367
Echo Park Recreation Center,90026
Circle / Gramercy Park,90047
Northridge Tennis Courts,91324
Harbor Sports Center,90744
Wilmington Recreation Center,90744
Lanark Pool,91304
Gaffey Street Field of Dreams,90731
Fox & Laurel Park,91340
Jackie Tatum / Harvard Pool,90047
Rancho Cienega Park,90016
Westwood Tennis Courts,90024
Ramon D. Garcia Msgr. Recreation Center - Public Computer Center,90023
Ross Snyder Tennis Courts,90011
Jesse Owens Mini Park,91406
Banning Tennis Courts,90744
MacArthur Park,90057
Hope and Peace Park,90057
Queen Anne Park,90016
Hansen Dam Park,91342
Roosevelt High School Pool,90033
Oakwood Recreation Center,90291
Highland Adult Center,90042
Harbor Highlands Park,90731
Penmar Park,90291
Fulton Avenue Park,91605
El Sereno Skate Park,90032
North Weddington Park,91602
Valley Plaza Recreation Center,91606
El Sereno Senior Citizen Center,90032
Ritchie Valens Recreation Center,91331
Robert Wilkinson Multipurpose Senior Citizen Center,91324
Lemon Grove Park,90029
Griffith Park Visitor Center Auditorium,90027
Griffith Park - Autry Museum of Western Heritage,90027
Otis Wallace Children's Campground,91342
Seoul International Recreation Center,90006
Yucca Park Community Center - Public Computer Center,90028
Jackie Tatum / Harvard Park,90047
Montecito Heights Senior Citizen Center,90031
William Nickerson Gardens Park,90059
Panorama City Recreation Center,91402
Loren Miller Tennis Courts,90018
Sunland Skate Park,91040
Van Ness Park,90043
Benny H. Potter West Adams Avenues Memorial Park,90018
Pedlow Skate Park,91316
Irving Schachter Park,90064
Greayer's Oak Park,90065
Griffith Park - Old Zoo Picnic Area,90027
Hollywood Park,90038
Mar Vista Tennis Courts,90066
Watts Cultural Crescent,90059
Hermon / Arroyo Seco Park,90042
Westside Neighborhood Park,90016
Telfair Park (Valleycrest Park),91342
Trinity Park,90011
Grigsby Pocket Park,90059
4600 Orchard Ave Pocket Park,90037
Cypress Park Library,90065
Heritage Square Museum,90031
South Park,90011
De Garmo Park,91352
Sylmar Tennis Courts,91342
Shadow Ranch Park,91307
Peck Park Community Center,90732
Westwood Gardens Park,90024
North Weddington Park Community Center,91602
Griffith Park - Park Center,90027
Westwood Park - Aidan's Place,90025
Lake Street Park,90057
La Mirada Park Acquisition Site,90029
Banning Pool,90744
Sepulveda Recreation Center,91405
Hoover Recreation Center,90007
Central Park Recreation Center - Public Computer Center,90011
Gage and Avalon Pocket Park,90003
6th & Gladys Street Park,90021
Sunland Tennis Courts,91040
Silver Lake Recreation Center,90026
Lanark/Shelby Mini-Park,90041
State Street Recreation Center,90033
Mount Carmel Park,90044
Ross Snyder Pool,90011
Rena Park,90732
Peck Park Tennis Courts,90732
Santa Ynez Canyon Park,90272
Mount Carmel Recreation Center - Public Computer Center,90044
North Hollywood Pool,91601
Palms Park,90064
Wabash Recreation Center,90033
Studio City Tennis Courts,91604
Griffith Park - Park Drive Tennis Courts,90027
Denker Park,90018
Stoner Park,90025
Richard Alatorre Pool,90032
Unidad Park,90026
Ross Snyder Recreation Center - Public Computer Center,90011
Shatto Tennis Courts,90020
Chatsworth Oaks Park,91311
Elysian Valley Recreation Center - Public Computer Center,90039
Via Dolce Park,90292
Griffith Park Dog Park,90027
Chatsworth Park South,91311
Encino Park Tennis Courts,91316
Stetson Ranch Park,91342
Lake Street Park,90057
Palms Youth Center,90064
Westwood Park - Aidan's Place,90025
Palisades-Asilomar Park,90272
North Hollywood Multipurpose Center (Tiara Street Park),91601
Gilbert W. Lindsay Recreation Center,90011
Mid-Valley Senior Citizen Center (Sepulveda Recreation Center),91402
Laurel Canyon Dog Park,90046
Ernest E. Debs Regional Park,90032
Sun Valley Recreation Center - Public Computer Center,91352
Fred Roberts Recreation Center,90011
Fox & Laurel Park,91340
Cabrillo Beach,90731
Van Ness Tennis Courts,90043
Victory - Vineland Recreation Center,91606
Eagle Rock Park,90041
Griffith Park - Ceta Forest,90027
Glassell Park Senior Citizen Center - Public Computer Center,90063
Lincoln Heights Youth Center,90031
Genesee Avenue Park,90016
Rancho Cienega - Ira C. Massey Youth Center - Public Computer Center,90016
Beverly Glen Park,90077
Sycamore Grove Park,90042
Harold A. Henry Park,90016
Pico Union Park,90006
Sycamore Grove Park,90042
Las Palmas Senior Citizen Center,90028
Parthenia Park,91304
Woodbridge Park,91602
Venice Beach,90291
Lou Costello (Hostetter) Recreation Center,90023
Griffith Park,90027
Hollenbeck Lake,90033
Normandale Park,90501
Carlin G. Smith Recreation Center,90065
LAPD SWAT Officer Randal D. Simmons Park,91335
Mason Park,91311
David M. Gonzales / Pacoima Recreation Center,91331
El Paseo De Cahuenga Park,90068
Green Meadows Pool,90003
Dearborn Park,91330
Winnetka Park,91306
Griffith Park Crystal Springs,90027
Glen Alla Park,90292
Eagle Rock Recreation Center,90041
Gage and Avalon Pocket Park,90003
Victory Valley Youth Center - Public Computer Center,91606
Rosecrans Park,90247
Penmar Golf Course,90291
Martin J. Bogdanovich Recreation Center,90732
Jackie Tatum Skate Plaza,90047
Mason Recreation Center,91311
Marson Park,91402
Leland Park,90731
Banning / Wilmington Multipurpose Senior Citizen Center,90744
Cheviot Hills Park,90064
Venice Skate Park,90291
Northridge Park,91324
Boyle Heights Sports Center,90023
Trinity Recreation Center,90011
Runyon Canyon Park,90046
Little Green Acres Park,90044
Van Nuys  Sherman Oaks Recreation Center,91423
Lincoln Heights Senior Citizen Center,90031
West Hills Sports Center,91307
Mason Park,91311
Kittridge Mini-Park,91405
Martin Luther King Jr. Recreation Center,90062
Strathern Park North,91605
Eleanor Green Roberts Indoor Pool,90019
Hermon / Arroyo Seco Park,90042
Tobias Avenue Park,91402
Lafayette Tennis Courts,90057
Anthony C. Beilenson Park,91316
Felicia Mahood Senior Multipurpose Center,90025
Griffith Park Adult Community Center - Public Computer Center,90027
William Nickerson Gardens Recreation Center - Public Computer Center,90059
Verdugo Hills Pool,91042
Encino Women's Club,91316
Augustus F. Hawkins Natural Park,90011
Elysian Park Recreation Center,90012
North Hollywood Senior Citizen Center,91601
Yosemite Tennis Courts,90041
Trinity Park,90011
Woodland Hills Recreation Center,91367
Angels Gate Park,90731
Balboa Park,91316
Knapp Ranch Park,91307
Robertson Recreation Youth Center - Public Computer Center,90035
Leimert Plaza Park,90008
Los Angeles Maritime Museum,90731
Woodbine Park,90034
Encino 18-Hole Golf Course,91436
Sherman Oaks / East Valley Adult Center,91423
Lou Costello (Hostetter) Recreation Center - Public Computer Center,90023
Echo Park Community Center,90026
Vineyard Recreation Center,90016
Winnetka Recreation Center,91306
Leland Park,90731
Algin Sutton Recreation Center - Public Computer Center,90044
Green Meadows Tennis Courts,90003
Loren Miller Park,90018
Algin Sutton Recreation Center,90044
Ernest E. Debs Regional Park,90032
Stoney Point Park,91311
Watts Senior Citizen Center - Public Computer Center,90002
Hansen Dam Skate Park,91342
Venice of America Centennial Park,90291
Oakwood Tennis Courts,90291
Mecca Avenue Park,91356
Downey Recreation Center,90031
Lincoln Park Recreation Center,90031
Deervale-Stone Canyon Park,91403
Fernangeles Park,91352
William Nickerson Gardens Recreation Center,90059
Granada Hills Park,91344
Normandale Recreation Center - Public Computer Center,90501
Poinsettia Park,90046
Four Oaks Park,91307
Encino Glen,91436
Hubert H. Humphrey Youth Center - Public Computer Center,91331
Hubert H. Humphrey Recreation Center - Public Computer Center,91331
Watts Rose Garden,90002
Hansen Dam - Gabrielino Equestrian Center,91342
Cleland Avenue Bicentennial Park,90042
Garvanza Skate Park,90042
Jim Gilliam Recreation Center,90008
Encino Community Center,91316
Lincoln Park Lake,90031
Valley Plaza Park,91606
El Sereno Park,90032
Rustic Canyon Rec Center Park,90402
Van Nuys Sherman Oaks Tennis Courts,91423
Peck Park Youth Center - Public Computer Center,90732
Laurel and Hardy Park,90027
Lookout Point Park,90731
De Garmo Park,91352
Jaime Beth Slavin Park,91605
Lake View Terrace Tennis Courts,91342
Eddleston Park,91326
EXPO Center / Roy A. Anderson Recreation Center - Public Computer Center,90037
Mid-Valley Intergenerational Multipurpose Center,91402
Howard Finn Park & Community Garden,91402
Hollenbeck Recreation Center,90033
Circle Park (5th Ave.),90043
Martin J. Bogdanovich Park,90732
Vista del Mar Park,90293
Richard Alatorre Park,90041
Poinsettia Park,90046
Highland Park,90042
Titmouse Park,90293
Tommy Lasorda's Field of Dreams,90039
Reseda Pool,91335
Loren Miller Recreation Center,90018
Fairfax Senior Citizen Center - Public Computer Center,90046
Lincoln Park,90031
Holleigh Bernson Memorial Park,91326
Pershing Square,90012
El Pueblo de Los Angeles (Olvera Street),90012
Silver Lake Meadows Park,90039
Green Meadows Recreation Center,90003
Banning Recreation Center,90744
Downey Park,90031
W. M. Keck Amphitheatre,90037
Los Feliz 3-Par Golf Course,90039
Southeast Valley Roller and Skateboard Park,91352
Los Angeles Plaza Park,90012
North Hollywood Park,91601
Glassell Park Tennis Courts,90065
Stoner Park,90025
Moonshine Canyon Park,91326
Yosemite Pool,90041
Sylmar Pool,91342
Ken Malloy Harbor Regional Park,90710
Oakwood Recreation Center - Public Computer Center,90291
Normandie Recreation Center,90006
Venice Beach Recreation Area,90291
Devonshire House,91324
Drew St,90065
Northridge Recreation Center - Public Computer Center,91324
Normandale Recreation Center,90501
Montecito Heights Park,90031
Balboa Park,91316
Tobias Avenue Park,91402
Los Angeles High Memorial Park,90019
EXPO Center / Roy A. Anderson Recreation Center,90037
Robert L. Burns Park,90004
Roger Jessup Park,91331
Porter Ranch Park,91326
Ascot Hills Park,90032
Lafayette Park,90057
Sepulveda Dam Recreation Area,91316
Banning Recreation Center - Public Computer Center,90744
Cohasset-Melba Park,91307
Rancho Park 18-Hole Golf Course,90064
LACES (Los Angeles Center for Enriched Studies) Pool,90035
South Seas House,90018
South Park Recreation Center - Public Computer Center,90011
Imperial Courts Recreation Center - Public Computer Center,90059
Westchester Tennis Courts,90045
Latham Park,90011
Hansen Dam Recreational Lake,91342
Griffith Park,90027
North Atwater Park,90039
Elysian Park - Grace E. Simons Lodge,90012
Roosevelt 9-Hole Golf Course,90027
Elinor and Don Richardson Family Park,90007
Fehlhaber-Houk Park,91042
Downey Pool,90031
Mount Olympus Park,90031
Woodley Lakes Golf Course,91406
Ritchie Valens Skate Park Plaza,91331
Rosecrans Recreation Center,90247
Griffith Park - Bette Davis Picnic Area,90027
Henry Alvarez Memorial Park (Ramona Gardens),90033
Dorothy J. and Benjamin B. Smith Park,90028
Cheviot Hills Pool,90064
Grape Street Pocket Park,90059
Claude Pepper Senior Citizen Center,90035
Griffith Park Pool,90027
109th Street Park,90059
Lake Street Community Center,90057
Devonshire Arleta Park,91331
Van Nuys Recreation Center Tennis Courts,91405
Runnymede Tennis Courts,91306
Ocean View Farms Community Garden,90066
Peck Park,90732
Selma Park,90028
Highland Park Recreation Center - Public Computer Center,90042
Elysian Park - Bishop Canyon,90012
Alizondo Drive Park,91367
Andres and Maria Cardenas Recreation Center,91402
Avalon-San Pedro Park,90011
4916 S. McKinley Avenue Pocket Park,90011
Devonwood Park,91345
Highland Park Pool,90042
Evergreen Recreation Center,90033
Woodley Avenue Park,91436
Van Ness Park,90043
Ritchie Valens Park,91331
109th Street Recreation Center,90059
Northridge Pool,91324
Lemon Grove Recreation Center,90029
Cahuenga Peak,90068
Montecito Heights Tennis Courts,90031
Harbor Pool,90744
Lincoln Park,90031
Vineyard Park,90016
Loren Miller Youth Center - Public Computer Center,90018
Brand Park,91345
Stonehurst Park,91352
Vineyard Senior Citizen Center,90016
Taxco Trails Park,91304
Hubert H. Humphrey Memorial Park,91331
York Boulevard Pocket Park,90042
Green Meadows Park,90003
Toberman Recreation Center - Public Computer Center,90015
Reseda Recreation Center,91335
Vermont Square,90037
Lanark Tennis Courts,91304
Shatto Park,90020
Laurel Grove Park,91606
Prospect Park,90033
Van Nuys  Sherman Oaks Recreation Center,91423
Tiara Street Park,91601
York Boulevard Pocket Park,90042
Balboa 18-Hole Golf Course,91436
Studio City Recreation Center (Beeman Park),91604
Porter Ridge Park,91326
MacArthur Park Lake,90057
Sheldon-Arleta / Cesar Chavez Park,91352
Point Fermin - Wilder's Addition,90731
South Weddington Park,91604
Stoner Recreation Center,90025
Gilbert W. Lindsay Skate Park,90011
James Slauson Park,90011
Drum Barracks Civil War Museum,90744
Algin Sutton Park,90044
Valley Plaza Recreation Center - Public Computer Center,91606
Reseda Park,91335
Lou Costello (Hostetter) Park,90023
Queen Anne Tennis Courts,90019
Valencia (Ross) Community Park,90033
Lemon Grove Park,90029
Baldwin Hills Park,90016
Amistad Park,91331
Haines Canyon Park,91042
Stoner Tennis Courts,90025
Brand Park Memory Garden,91345
Lazy J Ranch Park,91304
Cypress Park,90065
Balboa Sports Complex,91316
Bolton Hall Historical Museum,91042
Rio De Los Angeles State Park,90065
Banning Park,90744
Woodley Avenue Park,91436
Saint Andrews Park,90047
Carthay Circle Park,90048
109th Street Tennis Courts,90059
Barrington Tennis Courts,90049
Studio City Recreation Center (Beeman Park),91604
Baldwin Hills Recreation Center,90016
Sun Valley Recreation Center,91352
Lou Costello (Hostetter) Park,90023
Canal Park,90291
Toberman Recreation Center,90015
Ramona Gardens Recreation Center,90033
Knapp Ranch Tennis Courts,91307
Ross Snyder Park,90011
76th Street Pocket Park,90044
Bee Canyon Park,91344
Northridge Recreation Center,91324
Bandini Canyon Park,90731
Saint Andrews Recreation Center - Public Computer Center,90047
Algin Sutton Pool,90044
Palisades Park (Porter Ranch),91326
Lexington Avenue Pocket Park,90038
Ramona Gardens Park,90033
Saint James Park,90007
Zelzah Park,91344
Point Fermin Park,90731
Benny H. Potter West Adams Avenues Memorial Park,90018
John Quimby Park Tennis Courts,91306
Jackie Tatum / Harvard Recreation Center,90047
Elysian Park,90012
Lafayette Skate Park,90057
Penmar Recreation Center,90291
Washington Irving Pocket Park,90018
Sepulveda Park,91405
Griffith Park - Hollywoodland Girls Camp,90068
Lincoln Park Tennis Courts,90031
Rosecrans Park,90247
Westminster Senior Citizen Center,90291
James Slauson Recreation Center,90011
Toberman Park,90015
MacArthur Park,90057
Cabrillo Beach,90731
Angeles Mesa Park,90043
Sunland Senior Citizen Center,91040
Downey Youth Center - Public Computer Center,90031
Wall Street Community Park,90003
Rustic Canyon Tennis Courts,90402
Mount Carmel Senior Citizen Center,90003
Woodbridge Park,91602
Rancho Cienega - Arthur Ashe Tennis Courts,90016
Norman O. Houston Park,90008
