Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,1,Capital Region, 31-9099,"Healthcare Support Workers, All Other",440,$34460,$31340,$25560,$38920
10,1,Capital Region, 33-0000,Protective Service Occupations,13540,$51430,$48990,$25750,$64270
10,1,Capital Region, 33-1011,First-Line Supervisors of Correctional Officers,340,$76210,$75150,$63430,$82590
10,1,Capital Region, 33-1012,First-Line Supervisors of Police and Detectives,650,$91490,$90760,$66260,$104100
10,1,Capital Region, 33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,200,$71100,$70850,$64260,$74520
10,1,Capital Region, 33-1099,"First-Line Supervisors of Protective Service Workers, All Other",210,$59910,$58010,$40110,$69810
10,1,Capital Region, 33-2011,Firefighters,440,$54040,$54890,$43250,$59430
10,1,Capital Region, 33-2021,Fire Inspectors and Investigators,70,$64200,$65480,$46490,$73050
10,1,Capital Region, 33-3011,Bailiffs,200,$55150,$64810,$31410,$67020
10,1,Capital Region, 33-3012,Correctional Officers and Jailers,2970,$57150,$56700,$44380,$63540
10,1,Capital Region, 33-3021,Detectives and Criminal Investigators,780,$79960,$81010,$55130,$92370
10,1,Capital Region, 33-3041,Parking Enforcement Workers,n/a,$31710,$32680,$26320,$34400
10,1,Capital Region, 33-3051,Police and Sheriff's Patrol Officers,2270,$66410,$65350,$44090,$77570
10,1,Capital Region, 33-9011,Animal Control Workers,90,$34310,$33100,$26730,$38100
10,1,Capital Region, 33-9021,Private Detectives and Investigators,n/a,$50660,$44960,$33570,$59210
10,1,Capital Region, 33-9032,Security Guards,3040,$31540,$30170,$21910,$36350
10,1,Capital Region, 33-9091,Crossing Guards,230,$25150,$24750,$20380,$27530
10,1,Capital Region, 33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",840,$20500,$19430,$18480,$21510
10,1,Capital Region, 33-9093,Transportation Security Screeners (federal only),120,$36950,$35570,$32180,$39340
10,1,Capital Region, 33-9099,"Protective Service Workers, All Other ",920,$28240,$26350,$18530,$33090
10,1,Capital Region, 35-0000,Food Preparation and Serving Related Occupations,41230,$23390,$19910,$18350,$25910
10,1,Capital Region, 35-1011,Chefs and Head Cooks,580,$38930,$36690,$24330,$46230
10,1,Capital Region, 35-1012,First-Line Supervisors of Food Preparation and Serving Workers,2870,$33900,$32020,$22440,$39630
10,1,Capital Region, 35-2011,"Cooks, Fast Food",940,$20900,$19630,$18420,$22140
10,1,Capital Region, 35-2012,"Cooks, Institution and Cafeteria",1140,$29020,$28220,$21330,$32870
10,1,Capital Region, 35-2014,"Cooks, Restaurant",3600,$25570,$24350,$20380,$28160
10,1,Capital Region, 35-2015,"Cooks, Short Order",540,$24800,$26240,$18530,$27940
10,1,Capital Region, 35-2019,"Cooks, All Other",n/a,$34080,$34610,$25800,$38220
10,1,Capital Region, 35-2021,Food Preparation Workers,3680,$21220,$19390,$18350,$22660
10,1,Capital Region, 35-3011,Bartenders,2550,$22640,$19160,$18270,$24820
10,1,Capital Region, 35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",9660,$19820,$18950,$18360,$20540
10,1,Capital Region, 35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",1590,$19840,$18930,$18320,$20600
10,1,Capital Region, 35-3031,Waiters and Waitresses,8450,$24410,$20270,$18330,$27450
10,1,Capital Region, 35-3041,"Food Servers, Nonrestaurant",750,$22930,$20850,$18490,$25150
10,1,Capital Region, 35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,1230,$22110,$19580,$18450,$23940
10,1,Capital Region, 35-9021,Dishwashers,2260,$20140,$19370,$18350,$21040
10,1,Capital Region, 43-4121,"Library Assistants, Clerical",440,$28340,$27420,$18910,$33060
10,1,Capital Region, 35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1200,$22360,$20150,$18300,$24400
10,1,Capital Region, 35-9099,"Food Preparation and Serving Related Workers, All Other",n/a,$19620,$19010,$17990,$20430
10,1,Capital Region, 37-0000,Building and Grounds Cleaning and Maintenance Occupations,17890,$27650,$24540,$19490,$31730
10,1,Capital Region, 37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,860,$42180,$42160,$27910,$49310
10,1,Capital Region, 37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",300,$49750,$46880,$32490,$58370
10,1,Capital Region, 37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9750,$26870,$24450,$19570,$30520
10,1,Capital Region, 37-2012,Maids and Housekeeping Cleaners,3330,$21700,$20650,$18350,$23380
10,1,Capital Region, 37-2021,Pest Control Workers,170,$37700,$32690,$24240,$44440
10,1,Capital Region, 37-3011,Landscaping and Groundskeeping Workers,3410,$29410,$27910,$20670,$33780
10,1,Capital Region, 37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",n/a,$35930,$35880,$32040,$37880
10,1,Capital Region, 37-3013,Tree Trimmers and Pruners,n/a,$34770,$31990,$28070,$38120
10,1,Capital Region, 39-0000,Personal Care and Service Occupations,16740,$28010,$23790,$19470,$32280
10,1,Capital Region, 39-1021,First-Line Supervisors of Personal Service Workers,810,$39470,$37630,$30910,$43750
10,1,Capital Region, 39-2011,Animal Trainers,n/a,$38470,$36200,$19980,$47720
10,1,Capital Region, 39-2021,Nonfarm Animal Caretakers,740,$24810,$22850,$18580,$27930
10,1,Capital Region, 39-3021,Motion Picture Projectionists,n/a,$22550,$21880,$19060,$24290
10,1,Capital Region, 39-3031,"Ushers, Lobby Attendants, and Ticket Takers",200,$24420,$19190,$18320,$27480
10,1,Capital Region, 39-3091,Amusement and Recreation Attendants,1110,$20930,$19100,$18430,$22180
10,1,Capital Region, 39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",n/a,$27440,$27130,$22110,$30110
10,1,Capital Region, 39-4021,Funeral Attendants,90,$28260,$28100,$24660,$30050
10,1,Capital Region, 39-4031,"Morticians, Undertakers, and Funeral Directors",n/a,$68760,$63680,$43080,$81600
10,1,Capital Region, 39-5012,"Hairdressers, Hairstylists, and Cosmetologists",1140,$32240,$24190,$19490,$38610
10,1,Capital Region, 39-5092,Manicurists and Pedicurists,180,$21850,$19120,$18110,$23720
10,1,Capital Region, 39-5093,Shampooers,50,$22030,$21010,$18350,$23870
10,1,Capital Region, 39-5094,Skincare Specialists,180,$29390,$27310,$21340,$33420
10,1,Capital Region, 39-6011,Baggage Porters and Bellhops,80,$22450,$19020,$18310,$24520
10,1,Capital Region, 39-6012,Concierges,70,$28830,$24900,$20720,$32890
10,1,Capital Region, 39-7011,Tour Guides and Escorts,n/a,$25040,$23030,$18920,$28100
10,1,Capital Region, 39-9011,Childcare Workers,2460,$23550,$20940,$18450,$26090
10,1,Capital Region, 39-9021,Personal Care Aides,6170,$26190,$23780,$21260,$28650
10,1,Capital Region, 39-9031,Fitness Trainers and Aerobics Instructors,1040,$44460,$40000,$23300,$55050
10,1,Capital Region, 39-9032,Recreation Workers,1170,$25260,$22460,$18430,$28680
10,1,Capital Region, 39-9041,Residential Advisors,570,$28920,$27490,$22200,$32270
10,1,Capital Region, 39-9099,"Personal Care and Service Workers, All Other",n/a,$19540,$18640,$18460,$20080
10,1,Capital Region, 41-0000,Sales and Related Occupations,47970,$39320,$25950,$19440,$49260
10,1,Capital Region, 41-1011,First-Line Supervisors of Retail Sales Workers,3990,$49650,$44630,$30610,$59170
10,1,Capital Region, 41-1012,First-Line Supervisors of Non-Retail Sales Workers,950,$99250,$86490,$54420,$121660
10,1,Capital Region, 41-2011,Cashiers,13080,$21480,$20080,$18920,$22760
10,1,Capital Region, 41-2021,Counter and Rental Clerks,1410,$30210,$27820,$21300,$34660
10,1,Capital Region, 41-2022,Parts Salespersons,580,$38690,$36090,$26510,$44780
10,1,Capital Region, 41-2031,Retail Salespersons,17350,$27670,$23890,$19180,$31920
10,1,Capital Region, 41-3011,Advertising Sales Agents,420,$47950,$41580,$24130,$59850
10,1,Capital Region, 41-3021,Insurance Sales Agents,1350,$105350,$69320,$41630,$137210
10,1,Capital Region, 41-3031,"Securities, Commodities, and Financial Services Sales Agents",510,$98800,$71630,$36830,$129780
10,1,Capital Region, 41-3041,Travel Agents,110,$35340,$33500,$24560,$40720
10,1,Capital Region, 41-3099,"Sales Representatives, Services, All Other",2420,$61610,$51790,$28210,$78310
10,1,Capital Region, 41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",740,$99420,$79870,$43630,$127320
10,1,Capital Region, 41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",4020,$66710,$55380,$36990,$81570
10,1,Capital Region, 41-9011,Demonstrators and Product Promoters,70,$32560,$24660,$22260,$37720
10,1,Capital Region, 41-9012,Models,n/a,$51420,$48490,$45520,$54370
10,1,Capital Region, 41-9021,Real Estate Brokers,n/a,$89940,$76220,$65460,$102180
10,1,Capital Region, 41-9022,Real Estate Sales Agents,210,$77290,$82090,$41520,$95180
10,1,Capital Region, 41-9031,Sales Engineers,190,$108290,$97360,$77020,$123920
10,1,Capital Region, 41-9041,Telemarketers,330,$30160,$27700,$20200,$35130
10,1,Capital Region, 41-9099,"Sales and Related Workers, All Other",120,$35210,$28490,$21000,$42320
10,1,Capital Region, 43-0000,Office and Administrative Support Occupations,88490,$37440,$34830,$23720,$44300
10,1,Capital Region, 43-1011,First-Line Supervisors of Office and Administrative Support Workers,6560,$56100,$53270,$36890,$65710
10,1,Capital Region, 43-2011,"Switchboard Operators, Including Answering Service",460,$27980,$26080,$21460,$31230
10,1,Capital Region, 43-2021,Telephone Operators,n/a,$38830,$32690,$24610,$45940
10,1,Capital Region, 43-3011,Bill and Account Collectors,660,$43120,$38620,$31290,$49040
10,1,Capital Region, 43-3021,Billing and Posting Clerks,1610,$36490,$35780,$27760,$40860
10,1,Capital Region, 43-3031,"Bookkeeping, Accounting, and Auditing Clerks",7120,$39930,$39050,$27530,$46140
10,1,Capital Region, 43-3051,Payroll and Timekeeping Clerks,600,$41320,$39630,$28540,$47710
10,1,Capital Region, 43-3061,Procurement Clerks,210,$38720,$37470,$27340,$44410
10,1,Capital Region, 43-3071,Tellers,1850,$26040,$25530,$22230,$27940
10,1,Capital Region, 43-4021,Correspondence Clerks,n/a,$37310,$37550,$28540,$41690
10,1,Capital Region, 43-4031,"Court, Municipal, and License Clerks",830,$42440,$40570,$31770,$47780
10,1,Capital Region, 43-4041,"Credit Authorizers, Checkers, and Clerks",60,$43070,$41300,$31980,$48610
10,1,Capital Region, 43-4051,Customer Service Representatives,10280,$34820,$31650,$23010,$40720
10,1,Capital Region, 43-4061,"Eligibility Interviewers, Government Programs",580,$43760,$44080,$36370,$47460
10,1,Capital Region, 43-4071,File Clerks,540,$32220,$30910,$23700,$36480
10,1,Capital Region, 43-4081,"Hotel, Motel, and Resort Desk Clerks",850,$23800,$22440,$19370,$26020
10,1,Capital Region, 43-4111,"Interviewers, Except Eligibility and Loan",900,$34060,$32140,$22960,$39610
10,1,Capital Region, 43-4131,Loan Interviewers and Clerks,310,$41360,$37410,$26620,$48740
10,1,Capital Region, 43-4141,New Accounts Clerks,90,$34040,$33840,$27490,$37320
10,1,Capital Region, 43-4151,Order Clerks,420,$27350,$22620,$18140,$31960
10,1,Capital Region, 43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",550,$40010,$38830,$29650,$45190
10,1,Capital Region, 43-4171,Receptionists and Information Clerks,4400,$30080,$29040,$23470,$33390
10,1,Capital Region, 43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,220,$27100,$24090,$19690,$30810
10,1,Capital Region, 43-4199,"Information and Record Clerks, All Other",550,$39800,$38070,$32490,$43460
10,1,Capital Region, 43-5011,Cargo and Freight Agents,160,$42950,$42020,$31050,$48900
10,1,Capital Region, 43-5021,Couriers and Messengers,350,$27450,$27300,$19650,$31340
10,1,Capital Region, 43-5031,"Police, Fire, and Ambulance Dispatchers",400,$44320,$44070,$33930,$49520
10,1,Capital Region, 43-5032,"Dispatchers, Except Police, Fire, and Ambulance",520,$37730,$36550,$25020,$44080
10,1,Capital Region, 43-5041,"Meter Readers, Utilities",70,$43030,$43410,$29130,$49980
10,1,Capital Region, 43-5051,Postal Service Clerks,300,$50180,$56410,$35940,$57300
10,1,Capital Region, 43-5052,Postal Service Mail Carriers,1110,$52290,$56900,$41370,$57750
10,1,Capital Region, 43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",480,$48350,$54480,$34520,$55260
10,1,Capital Region, 43-5061,"Production, Planning, and Expediting Clerks",1040,$50350,$48740,$36400,$57320
10,1,Capital Region, 43-5071,"Shipping, Receiving, and Traffic Clerks",1570,$34540,$33730,$22870,$40370
10,1,Capital Region, 43-5081,Stock Clerks and Order Fillers,6710,$25560,$23470,$19120,$28780
10,1,Capital Region, 43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",n/a,$30340,$29160,$22520,$34260
10,1,Capital Region, 43-6011,Executive Secretaries and Executive Administrative Assistants,3730,$58670,$57720,$40030,$67990
10,1,Capital Region, 43-6012,Legal Secretaries,650,$46700,$44620,$33400,$53350
10,1,Capital Region, 43-6013,Medical Secretaries,930,$33820,$33020,$27380,$37040
10,1,Capital Region, 43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",11290,$37670,$36810,$26130,$43440
10,1,Capital Region, 43-9011,Computer Operators,390,$49850,$47680,$37760,$55900
10,1,Capital Region, 43-9021,Data Entry Keyers,1310,$30860,$29330,$21750,$35420
10,1,Capital Region, 43-9022,Word Processors and Typists,1650,$36740,$36360,$30240,$39990
10,1,Capital Region, 43-9031,Desktop Publishers,n/a,$41160,$37300,$31420,$46030
10,1,Capital Region, 43-9041,Insurance Claims and Policy Processing Clerks,1190,$41740,$38400,$30550,$47330
10,1,Capital Region, 43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",450,$30150,$31140,$20170,$35140
10,1,Capital Region, 43-9061,"Office Clerks, General",12850,$31220,$30600,$21170,$36250
10,1,Capital Region, 43-9071,"Office Machine Operators, Except Computer",240,$28760,$25200,$19560,$33370
10,1,Capital Region, 43-9081,Proofreaders and Copy Markers,50,$35780,$31390,$27790,$39780
10,1,Capital Region, 43-9111,Statistical Assistants,60,$46500,$46290,$33700,$52900
10,1,Capital Region, 43-9199,"Office and Administrative Support Workers, All Other",570,$38950,$39370,$27110,$44870
10,1,Capital Region, 45-0000,"Farming, Fishing, and Forestry Occupations",240,$36140,$30900,$23120,$42650
10,1,Capital Region, 45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",n/a,$52490,$48210,$39850,$58810
10,1,Capital Region, 45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",60,$29290,$27490,$20270,$33800
10,1,Capital Region, 45-4022,Logging Equipment Operators,60,$29250,$28750,$24180,$31790
10,1,Capital Region, 45-4023,Log Graders and Scalers,n/a,$38110,$30880,$22350,$45990
10,1,Capital Region, 47-0000,Construction and Extraction Occupations,20450,$50640,$46040,$31050,$60440
10,1,Capital Region, 47-1011,Supervisors of Construction and Extraction Workers,1780,$71980,$69120,$48760,$83590
10,1,Capital Region, 47-2011,Boilermakers,110,$55090,$55600,$40450,$62410
10,1,Capital Region, 47-2021,Brickmasons and Blockmasons,180,$60470,$64210,$42310,$69560
10,1,Capital Region, 47-2022,Stonemasons,n/a,$46680,$41820,$30520,$54760
10,1,Capital Region, 47-2031,Carpenters,2820,$44850,$42610,$33300,$50620
10,1,Capital Region, 47-2044,Tile and Marble Setters,130,$56140,$54750,$41670,$63380
10,1,Capital Region, 47-2051,Cement Masons and Concrete Finishers,220,$46120,$41270,$31860,$53260
10,1,Capital Region, 47-2061,Construction Laborers,3490,$41340,$36420,$25570,$49230
10,1,Capital Region, 47-2071,"Paving, Surfacing, and Tamping Equipment Operators",100,$51030,$45530,$33730,$59680
10,1,Capital Region, 47-2073,Operating Engineers and Other Construction Equipment Operators,1410,$57740,$52580,$37070,$68070
10,1,Capital Region, 47-2081,Drywall and Ceiling Tile Installers,140,$44680,$44400,$29900,$52080
10,1,Capital Region, 47-2082,Tapers,80,$43080,$41150,$32180,$48540
10,1,Capital Region, 47-2111,Electricians,1820,$59560,$57020,$37830,$70430
10,1,Capital Region, 47-2121,Glaziers,120,$47710,$47920,$33850,$54630
10,1,Capital Region, 47-2131,"Insulation Workers, Floor, Ceiling, and Wall",60,$46580,$37910,$34370,$52680
10,1,Capital Region, 47-2132,"Insulation Workers, Mechanical",90,$39640,$37270,$24800,$47060
10,1,Capital Region, 47-2141,"Painters, Construction and Maintenance",900,$36120,$33580,$26540,$40910
10,1,Capital Region, 47-2142,Paperhangers,n/a,$50460,$53360,$39130,$56120
10,1,Capital Region, 47-2152,"Plumbers, Pipefitters, and Steamfitters",1640,$66150,$68390,$46190,$76130
10,1,Capital Region, 47-2181,Roofers,310,$42560,$41460,$32030,$47830
10,1,Capital Region, 47-2211,Sheet Metal Workers,560,$54840,$54550,$31960,$66290
10,1,Capital Region, 47-2221,Structural Iron and Steel Workers,330,$61740,$57560,$47250,$68980
10,1,Capital Region, 47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",n/a,$39230,$38930,$32010,$42840
10,1,Capital Region, 47-3012,Helpers--Carpenters,150,$24910,$23520,$21410,$26660
10,1,Capital Region, 47-3013,Helpers--Electricians,270,$29570,$28040,$22280,$33210
10,1,Capital Region, 47-3016,Helpers--Roofers,n/a,$22330,$19860,$18440,$24280
10,1,Capital Region, 47-4011,Construction and Building Inspectors,760,$58560,$56550,$39930,$67870
10,1,Capital Region, 47-4021,Elevator Installers and Repairers,50,$82000,$89870,$55060,$95470
10,1,Capital Region, 47-4031,Fence Erectors,120,$37940,$31430,$22290,$45770
10,1,Capital Region, 47-4041,Hazardous Materials Removal Workers,210,$47840,$38890,$30780,$56370
10,1,Capital Region, 47-4051,Highway Maintenance Workers,1900,$39610,$38410,$32950,$42940
10,1,Capital Region, 47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,n/a,$37310,$36060,$34280,$38830
10,1,Capital Region, 47-4099,"Construction and Related Workers, All Other",n/a,$26800,$22250,$18280,$31060
10,1,Capital Region, 47-5021,"Earth Drillers, Except Oil and Gas",n/a,$53470,$53240,$36530,$61940
10,1,Capital Region, 47-5041,Continuous Mining Machine Operators,60,$37860,$35640,$31510,$41040
10,1,Capital Region, 47-5051,"Rock Splitters, Quarry",n/a,$28580,$25720,$20820,$32460
10,1,Capital Region, 49-0000,"Installation, Maintenance, and Repair Occupations",18620,$47650,$44430,$29050,$56960
10,1,Capital Region, 49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",1620,$68070,$63620,$46460,$78870
10,1,Capital Region, 49-2011,"Computer, Automated Teller, and Office Machine Repairers",360,$42570,$42600,$27970,$49870
10,1,Capital Region, 49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1090,$59020,$60090,$32480,$72290
10,1,Capital Region, 49-2092,"Electric Motor, Power Tool, and Related Repairers",n/a,$45820,$45780,$45070,$46200
10,1,Capital Region, 49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",180,$57030,$57170,$49320,$60890
10,1,Capital Region, 49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",50,$71510,$71920,$62170,$76180
10,1,Capital Region, 49-2097,Electronic Home Entertainment Equipment Installers and Repairers,130,$45070,$44460,$33830,$50690
10,1,Capital Region, 49-2098,Security and Fire Alarm Systems Installers,210,$36890,$36030,$22590,$44040
10,1,Capital Region, 49-3011,Aircraft Mechanics and Service Technicians,90,$53420,$55820,$34220,$63020
10,1,Capital Region, 49-3021,Automotive Body and Related Repairers,480,$44420,$43530,$29680,$51780
10,1,Capital Region, 49-3022,Automotive Glass Installers and Repairers,n/a,$31600,$30950,$20060,$37370
10,1,Capital Region, 49-3023,Automotive Service Technicians and Mechanics,2620,$39780,$38670,$26940,$46200
10,1,Capital Region, 49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,1040,$48070,$47700,$34160,$55030
10,1,Capital Region, 49-3041,Farm Equipment Mechanics and Service Technicians,80,$37870,$37320,$30660,$41480
10,1,Capital Region, 49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",280,$54110,$53520,$40590,$60880
10,1,Capital Region, 49-3051,Motorboat Mechanics and Service Technicians,n/a,$31000,$28330,$22360,$35320
10,1,Capital Region, 49-3052,Motorcycle Mechanics,n/a,$34730,$33820,$28250,$37970
10,1,Capital Region, 49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,100,$35680,$36470,$23410,$41810
10,1,Capital Region, 49-3093,Tire Repairers and Changers,160,$27000,$24790,$21700,$29650
10,1,Capital Region, 49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",140,$61680,$52140,$39580,$72730
10,1,Capital Region, 49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",890,$47450,$44180,$32050,$55150
10,1,Capital Region, 49-9031,Home Appliance Repairers,n/a,$35780,$31130,$23470,$41940
10,1,Capital Region, 49-9041,Industrial Machinery Mechanics,1080,$54800,$53220,$38450,$62980
10,1,Capital Region, 49-9043,"Maintenance Workers, Machinery",340,$56180,$57590,$40900,$63820
10,1,Capital Region, 49-9044,Millwrights,190,$55360,$57630,$41120,$62480
10,1,Capital Region, 49-9051,Electrical Power-Line Installers and Repairers,220,$84430,$86820,$67860,$92710
10,1,Capital Region, 49-9052,Telecommunications Line Installers and Repairers,820,$60340,$62600,$27880,$76570
10,1,Capital Region, 49-9062,Medical Equipment Repairers,160,$49890,$46840,$39130,$55270
10,1,Capital Region, 49-9069,"Precision Instrument and Equipment Repairers, All Other",n/a,$60040,$60070,$52820,$63650
10,1,Capital Region, 49-9071,"Maintenance and Repair Workers, General",4670,$40660,$39560,$27130,$47430
10,1,Capital Region, 49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",150,$38640,$42060,$26010,$44960
10,1,Capital Region, 49-9094,Locksmiths and Safe Repairers,80,$37300,$37300,$25890,$43010
10,1,Capital Region, 49-9098,"Helpers--Installation, Maintenance, and Repair Workers",550,$31850,$30720,$22310,$36620
10,1,Capital Region, 49-9099,"Installation, Maintenance, and Repair Workers, All Other",200,$45460,$44950,$26320,$55020
10,1,Capital Region, 51-0000,Production Occupations,20430,$41080,$38270,$24480,$49380
10,1,Capital Region, 51-1011,First-Line Supervisors of Production and Operating Workers,1580,$67900,$63500,$42730,$80480
10,1,Capital Region, 51-2022,Electrical and Electronic Equipment Assemblers,260,$35920,$35400,$25110,$41330
10,1,Capital Region, 51-2031,Engine and Other Machine Assemblers,n/a,$41890,$43420,$30390,$47640
10,1,Capital Region, 51-2041,Structural Metal Fabricators and Fitters,50,$43130,$40720,$34780,$47300
10,1,Capital Region, 51-2091,Fiberglass Laminators and Fabricators,n/a,$45570,$40070,$36150,$50280
10,1,Capital Region, 51-2092,Team Assemblers,2530,$28020,$26740,$20520,$31780
10,1,Capital Region, 51-2099,"Assemblers and Fabricators, All Other",320,$37510,$35220,$23710,$44410
10,1,Capital Region, 51-3011,Bakers,500,$30020,$29130,$22350,$33860
10,1,Capital Region, 51-3021,Butchers and Meat Cutters,270,$37640,$38060,$28210,$42360
10,1,Capital Region, 51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",60,$36270,$36270,$33210,$37800
10,1,Capital Region, 51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",n/a,$33480,$31690,$22020,$39220
10,1,Capital Region, 51-3092,Food Batchmakers,180,$32940,$32460,$23620,$37600
10,1,Capital Region, 51-3099,"Food Processing Workers, All Other",50,$25810,$26560,$21080,$28180
10,1,Capital Region, 51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",110,$43410,$41300,$26680,$51780
10,1,Capital Region, 51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",n/a,$48090,$49960,$35260,$54500
10,1,Capital Region, 51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",360,$34280,$33930,$25940,$38450
10,1,Capital Region, 51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",n/a,$37750,$34490,$25180,$44040
10,1,Capital Region, 51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",50,$36010,$33670,$25930,$41050
10,1,Capital Region, 51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",n/a,$42080,$38030,$30640,$47790
10,1,Capital Region, 51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",n/a,$31750,$30570,$22400,$36420
10,1,Capital Region, 51-4041,Machinists,800,$46860,$47630,$31600,$54480
10,1,Capital Region, 51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",210,$38770,$40260,$25780,$45260
10,1,Capital Region, 51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",n/a,$44460,$35310,$28530,$52430
10,1,Capital Region, 51-4111,Tool and Die Makers,120,$50450,$48070,$36590,$57380
10,1,Capital Region, 51-4121,"Welders, Cutters, Solderers, and Brazers",410,$45890,$45110,$31330,$53180
10,1,Capital Region, 51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",n/a,$36120,$41510,$22250,$43060
10,1,Capital Region, 51-4192,"Layout Workers, Metal and Plastic",n/a,$38540,$36700,$28890,$43360
10,1,Capital Region, 51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",n/a,$47120,$47190,$38730,$51310
10,1,Capital Region, 51-4194,"Tool Grinders, Filers, and Sharpeners",n/a,$26230,$23370,$18470,$30110
10,1,Capital Region, 51-5111,Prepress Technician and Workers,180,$37690,$36690,$25400,$43840
10,1,Capital Region, 51-5112,Printing Press Operators,530,$40430,$39690,$26880,$47210
10,1,Capital Region, 51-5113,Print Binding and Finishing Workers,90,$36580,$36530,$27000,$41360
10,1,Capital Region, 51-6011,Laundry and Dry-Cleaning Workers,580,$23700,$21760,$18190,$26450
10,1,Capital Region, 51-6021,"Pressers, Textile, Garment, and Related Materials",130,$33130,$27340,$20730,$39320
10,1,Capital Region, 51-6031,Sewing Machine Operators,200,$31450,$29170,$22090,$36130
10,1,Capital Region, 51-6051,"Sewers, Hand",n/a,$27870,$28020,$27110,$28250
10,1,Capital Region, 51-6052,"Tailors, Dressmakers, and Custom Sewers",n/a,$30340,$29750,$28050,$31480
10,1,Capital Region, 51-6093,Upholsterers,90,$35670,$35480,$23000,$42000
10,1,Capital Region, 51-7011,Cabinetmakers and Bench Carpenters,260,$35530,$34700,$25780,$40410
10,1,Capital Region, 51-7021,Furniture Finishers,n/a,$33770,$33630,$24940,$38180
10,1,Capital Region, 51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",100,$27740,$26190,$19480,$31870
10,1,Capital Region, 51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",220,$28950,$25740,$21970,$32440
10,1,Capital Region, 51-8013,Power Plant Operators,280,$59010,$61040,$34430,$71300
10,1,Capital Region, 51-8021,Stationary Engineers and Boiler Operators,340,$54990,$54680,$44110,$60420
10,1,Capital Region, 51-8031,Water and Wastewater Treatment Plant and System Operators,450,$49850,$49230,$38700,$55420
10,1,Capital Region, 51-8091,Chemical Plant and System Operators,290,$61210,$60800,$43200,$70210
10,1,Capital Region, 51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",n/a,$51120,$52080,$43600,$54890
10,1,Capital Region, 51-8099,"Plant and System Operators, All Other",n/a,$49220,$48920,$36150,$55750
