Area,AreaName,SOC Code,SOC Title,Employment,MeanHourlyWage,MeanAnnualWage,EntryLevelHourlyWage,EntryLevelAnnualWage,ExperiencedLevelHourlyWage,ExperiencedLevelAnnualWage,10%HourlyWage,10%AnnualWage,25%HourlyWage,25%AnnualWage,MedianHourlyWage,MedianAnnualWage,75%HourlyWage,75%AnnualWage,90%HourlyWage,90%AnnualWage
000009,Connecticut Statewide,19-1099,"Life Scientists, All Other",190,40.44,"84,112",23.37,"48,614",48.97,"101,865",21.95,"45,672",26.71,"55,564",42.43,"88,251",53.78,"111,858",59.68,"124,133"
000009,Connecticut Statewide,19-2012,Physicists,130,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
000009,Connecticut Statewide,19-2021,Atmospheric and Space Scientists,30,37.24,"77,467",29.29,"60,910",41.22,"85,735",27.57,"57,339",31.16,"64,806",35.17,"73,165",42.53,"88,443",54.44,"113,238"
000009,Connecticut Statewide,19-2031,Chemists,"1,350",41.12,"85,532",24.79,"51,567",49.28,"102,514",22.51,"46,829",28.16,"58,577",38.23,"79,506",51.63,"107,384",63.65,"132,391"
000009,Connecticut Statewide,19-2032,Materials Scientists,110,48.89,"101,693",37.70,"78,410",54.49,"113,329",34.15,"71,025",40.99,"85,248",47.39,"98,568",57.49,"119,588",68.64,"142,759"
000009,Connecticut Statewide,19-2041,"Environmental Scientists and Specialists, Including Health",750,35.22,"73,257",23.18,"48,209",41.24,"85,786",20.89,"43,451",26.87,"55,899",33.68,"70,061",42.64,"88,697",49.80,"103,580"
000009,Connecticut Statewide,19-2042,"Geoscientists, Except Hydrologists and Geographers",N/A,41.96,"87,267",26.21,"54,529",49.83,"103,641",22.91,"47,641",29.83,"62,046",38.57,"80,226",57.34,"119,254",64.18,"133,487"
000009,Connecticut Statewide,19-2043,Hydrologists,70,38.26,"79,567",26.42,"54,955",44.17,"91,872",22.07,"45,906",31.42,"65,343",36.95,"76,848",47.79,"99,420",56.78,"118,117"
000009,Connecticut Statewide,19-2099,"Physical Scientists, All Other",100,43.83,"91,172",20.11,"41,817",55.7,"115,845",14.23,"29,593",21.33,"44,384",44.80,"93,191",55.33,"115,094",69.52,"144,616"
000009,Connecticut Statewide,19-3011,Economists,170,47.42,"98,639",33.67,"70,041",54.3,"112,933",32.35,"67,291",37.50,"77,994",44.14,"91,801",50.28,"104,574",76.54,"159,204"
000009,Connecticut Statewide,19-3022,Survey Researchers,470,35.03,"72,871",18.54,"38,561",43.28,"90,016",16.32,"33,945",22.60,"47,022",33.59,"69,868",44.72,"93,019",60.54,"125,929"
000009,Connecticut Statewide,19-3031,"Clinical, Counseling, and School Psychologists","1,820",43.52,"90,533",28.72,"59,733",50.93,"105,933",26.27,"54,630",33.00,"68,641",41.99,"87,348",49.28,"102,514",59.19,"123,109"
000009,Connecticut Statewide,19-3039,"Psychologists, All Other",170,40.37,"83,959",20.01,"41,604",50.54,"105,132",12.89,"26,813",22.71,"47,245",45.91,"95,484",50.86,"105,771",58.32,"121,323"
000009,Connecticut Statewide,19-3051,Urban and Regional Planners,340,39.99,"83,178",29.61,"61,580",45.18,"93,972",27.26,"56,690",32.32,"67,220",39.65,"82,468",47.29,"98,355",55.47,"115,388"
000009,Connecticut Statewide,19-3091,Anthropologists and Archeologists,N/A,28.21,"58,678",20.56,"42,781",32.03,"66,622",19.53,"40,610",22.09,"45,946",26.29,"54,671",30.53,"63,487",41.22,"85,745"
000009,Connecticut Statewide,19-3093,Historians,10,36.63,"76,188",27.33,"56,842",41.28,"85,867",14.63,"30,425",33.09,"68,843",36.76,"76,452",42.47,"88,322",51.55,"107,212"
000009,Connecticut Statewide,19-3099,"Social Scientists and Related Workers, All Other",320,45.88,"95,423",31.08,"64,664",53.27,"110,803",29.01,"60,352",34.63,"72,029",42.54,"88,484",55.70,"115,835",65.17,"135,546"
000009,Connecticut Statewide,19-4011,Agricultural and Food Science Technicians,N/A,14.40,"29,948",9.38,"19,529",16.9,"35,152",9.34,"19,438",9.43,"19,630",11.33,"23,567",16.97,"35,314",23.47,"48,797"
000009,Connecticut Statewide,19-4021,Biological Technicians,600,26.35,"54,793",18.40,"38,267",30.31,"63,061",16.95,"35,254",20.16,"41,919",24.56,"51,080",31.94,"66,429",38.37,"79,810"
000009,Connecticut Statewide,19-4031,Chemical Technicians,890,24.22,"50,380",18.21,"37,871",27.23,"56,629",16.58,"34,472",19.79,"41,168",23.26,"48,381",28.34,"58,942",34.14,"71,004"
000009,Connecticut Statewide,19-4051,Nuclear Technicians,110,35.89,"74,646",16.89,"35,132",45.39,"94,409",13.50,"28,081",15.32,"31,855",40.90,"85,086",47.07,"97,919",55.04,"114,486"
000009,Connecticut Statewide,19-4061,Social Science Research Assistants,90,22.90,"47,630",14.25,"29,654",27.22,"56,619",11.30,"23,496",17.14,"35,659",22.94,"47,712",28.83,"59,967",33.77,"70,243"
000009,Connecticut Statewide,19-4091,"Environmental Science and Protection Technicians, Including Health",320,24.18,"50,288",14.66,"30,486",28.94,"60,200",13.04,"27,117",16.08,"33,458",19.10,"39,738",33.92,"70,558",42.38,"88,129"
000009,Connecticut Statewide,19-4092,Forensic Science Technicians,110,35.39,"73,601",28.20,"58,658",38.98,"81,078",24.73,"51,445",31.49,"65,486",35.74,"74,342",40.84,"84,943",46.54,"96,813"
000009,Connecticut Statewide,19-4093,Forest and Conservation Technicians,20,35.76,"74,393",24.64,"51,252",41.33,"85,968",21.11,"43,907",31.82,"66,206",36.60,"76,138",43.72,"90,939",46.68,"97,087"
000009,Connecticut Statewide,19-4099,"Life, Physical, and Social Science Technicians, All Other",540,25.87,"53,819",20.40,"42,446",28.61,"59,500",19.47,"40,488",21.55,"44,810",24.87,"51,709",29.38,"61,113",35.23,"73,277"
000009,Connecticut Statewide,21-0000,Community and Social Services Occupations,"34,870",26.12,"54,336",15.08,"31,368",31.65,"65,830",13.74,"28,578",17.29,"35,943",24.32,"50,572",33.77,"70,254",41.67,"86,668"
000009,Connecticut Statewide,21-1011,Substance Abuse and Behavioral Disorder Counselors,"2,760",22.89,"47,600",15.12,"31,439",26.77,"55,686",13.81,"28,730",17.18,"35,720",22.54,"46,890",28.12,"58,496",33.03,"68,701"
000009,Connecticut Statewide,21-1012,"Educational, Guidance, School, and Vocational Counselors","4,670",28.68,"59,652",15.01,"31,236",35.51,"73,855",13.07,"27,188",17.69,"36,806",27.87,"57,968",38.07,"79,181",46.58,"96,874"
000009,Connecticut Statewide,21-1013,Marriage and Family Therapists,370,25.57,"53,170",16.66,"34,645",30.02,"62,432",16.05,"33,377",18.34,"38,165",23.00,"47,823",30.03,"62,452",39.29,"81,728"
000009,Connecticut Statewide,21-1014,Mental Health Counselors,"2,250",23.23,"48,320",15.26,"31,733",27.22,"56,619",13.95,"29,004",17.22,"35,801",21.63,"44,983",27.36,"56,913",35.49,"73,825"
000009,Connecticut Statewide,21-1015,Rehabilitation Counselors,"2,360",23.68,"49,254",13.92,"28,964",28.56,"59,399",13.15,"27,351",14.81,"30,810",20.00,"41,584",32.79,"68,204",37.89,"78,816"
000009,Connecticut Statewide,21-1019,"Counselors, All Other",450,21.07,"43,826",13.35,"27,777",24.94,"51,861",12.47,"25,941",14.55,"30,252",20.20,"42,010",25.47,"52,977",32.32,"67,220"
000009,Connecticut Statewide,21-1021,"Child, Family, and School Social Workers","5,610",31.89,"66,328",19.58,"40,732",38.04,"79,120",16.98,"35,314",23.05,"47,935",33.15,"68,955",40.70,"84,659",44.63,"92,836"
000009,Connecticut Statewide,21-1022,Healthcare Social Workers,"2,090",31.54,"65,597",21.44,"44,587",36.58,"76,097",19.71,"40,996",24.19,"50,309",30.29,"63,010",37.90,"78,826",46.41,"96,539"
000009,Connecticut Statewide,21-1023,Mental Health and Substance Abuse Social Workers,"2,050",29.71,"61,803",17.88,"37,171",35.64,"74,129",15.66,"32,586",21.02,"43,735",29.24,"60,819",36.77,"76,483",43.79,"91,061"
000009,Connecticut Statewide,21-1029,"Social Workers, All Other",310,27.75,"57,704",15.57,"32,383",33.83,"70,365",14.15,"29,441",17.42,"36,238",26.61,"55,351",37.15,"77,274",42.76,"88,941"
000009,Connecticut Statewide,21-1091,Health Educators,600,26.86,"55,868",16.79,"34,919",31.9,"66,348",16.18,"33,651",18.35,"38,165",24.91,"51,800",33.43,"69,533",43.31,"90,077"
000009,Connecticut Statewide,21-1093,Social and Human Service Assistants,"7,810",19.60,"40,772",13.63,"28,365",22.58,"46,981",12.39,"25,768",15.18,"31,571",18.37,"38,216",24.71,"51,404",27.86,"57,938"
000009,Connecticut Statewide,21-1094,Community Health Workers,640,20.78,"43,217",15.17,"31,541",23.59,"49,051",13.83,"28,751",16.17,"33,620",18.96,"39,433",23.17,"48,199",29.59,"61,549"
000009,Connecticut Statewide,21-1099,"Community and Social Service Specialists, All Other","1,050",23.06,"47,965",13.93,"28,964",27.62,"57,461",12.80,"26,641",15.20,"31,612",18.40,"38,277",28.38,"59,023",38.91,"80,916"
000009,Connecticut Statewide,21-2011,Clergy,410,26.64,"55,412",16.36,"34,026",31.78,"66,104",13.78,"28,649",19.68,"40,935",26.37,"54,833",33.23,"69,117",41.03,"85,339"
000009,Connecticut Statewide,21-2021,"Directors, Religious Activities and Education",50,29.63,"61,641",15.95,"33,174",36.47,"75,864",14.07,"29,268",18.21,"37,871",28.70,"59,703",40.38,"83,990",46.59,"96,904"
000009,Connecticut Statewide,21-2099,"Religious Workers, All Other",30,20.33,"42,284",11.11,"23,100",24.95,"51,881",9.40,"19,570",12.86,"26,762",20.83,"43,309",27.52,"57,248",32.56,"67,717"
000009,Connecticut Statewide,23-0000,Legal Occupations,"14,660",51.66,"107,455",22.15,"46,058",66.42,"138,143",19.11,"39,768",26.51,"55,138",41.80,"86,932",67.04,"139,432",>90.00,">187,200"
000009,Connecticut Statewide,23-1011,Lawyers,"7,660",71.74,"149,232",40.20,"83,614",87.52,"182,041",38.10,"79,252",46.25,"96,194",62.46,"129,926",84.58,"175,923",>90.00,">187,200"
000009,Connecticut Statewide,23-1012,Judicial Law Clerks,240,38.34,"79,739",27.99,"58,212",43.51,"90,503",26.73,"55,604",31.34,"65,181",37.03,"77,020",45.22,"94,054",50.21,"104,422"
000009,Connecticut Statewide,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",290,50.55,"105,162",32.31,"67,200",59.68,"124,133",29.45,"61,245",36.45,"75,823",48.53,"100,952",64.56,"134,278",76.87,"159,894"
000009,Connecticut Statewide,23-1022,"Arbitrators, Mediators, and Conciliators",60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
000009,Connecticut Statewide,23-1023,"Judges, Magistrate Judges, and Magistrates",230,79.17,"164,672",57.40,"119,396",90.06,"187,316",29.74,"61,864",81.60,"169,725",88.58,"184,242",>90.00,">187,200",>90.00,">187,200"
000009,Connecticut Statewide,23-2011,Paralegals and Legal Assistants,"5,420",26.05,"54,184",17.47,"36,339",30.33,"63,101",16.11,"33,519",19.22,"39,991",24.90,"51,780",30.67,"63,791",37.69,"78,390"
000009,Connecticut Statewide,23-2091,Court Reporters,280,24.21,"50,349",15.89,"33,052",28.37,"58,993",9.46,"19,671",20.40,"42,446",24.56,"51,080",28.94,"60,200",33.59,"69,858"
000009,Connecticut Statewide,23-2093,"Title Examiners, Abstractors, and Searchers",N/A,26.64,"55,422",21.16,"44,019",29.38,"61,113",20.00,"41,594",21.62,"44,962",24.33,"50,593",32.41,"67,423",37.75,"78,522"
000009,Connecticut Statewide,23-2099,"Legal Support Workers, All Other",280,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
000009,Connecticut Statewide,25-0000,"Education, Training, and Library Occupations","124,410",30.31,"63,041",13.61,"28,314",38.66,"80,409",11.48,"23,891",16.23,"33,762",27.84,"57,897",40.23,"83,696",49.34,"102,646"
000009,Connecticut Statewide,25-1011,"Business Teachers, Postsecondary","1,670",N/A,"83,057",N/A,"37,861",N/A,"105,659",N/A,"24,003",N/A,"50,735",N/A,"68,996",N/A,"102,494",N/A,"150,104"
000009,Connecticut Statewide,25-1021,"Computer Science Teachers, Postsecondary",370,N/A,"87,399",N/A,"53,474",N/A,"104,361",N/A,"50,938",N/A,"60,880",N/A,"80,967",N/A,"104,320",N/A,"135,019"
000009,Connecticut Statewide,25-1022,"Mathematical Science Teachers, Postsecondary",660,N/A,"81,261",N/A,"47,641",N/A,"98,061",N/A,"43,836",N/A,"55,848",N/A,"71,359",N/A,"96,600",N/A,"129,216"
000009,Connecticut Statewide,25-1032,"Engineering Teachers, Postsecondary",650,N/A,"101,957",N/A,"57,714",N/A,"124,072",N/A,"54,133",N/A,"64,938",N/A,"89,357",N/A,"122,206",N/A,"169,349"
000009,Connecticut Statewide,25-1042,"Biological Science Teachers, Postsecondary",970,N/A,"93,516",N/A,"55,980",N/A,"112,284",N/A,"53,393",N/A,"61,681",N/A,"80,571",N/A,"113,643",N/A,"154,680"
000009,Connecticut Statewide,25-1052,"Chemistry Teachers, Postsecondary",240,N/A,"94,307",N/A,"60,109",N/A,"111,412",N/A,"54,793",N/A,"65,912",N/A,"80,439",N/A,"110,559",N/A,"155,988"
000009,Connecticut Statewide,25-1053,"Environmental Science Teachers, Postsecondary",140,N/A,"78,126",N/A,"53,413",N/A,"90,472",N/A,"50,471",N/A,"59,875",N/A,"73,297",N/A,"91,365",N/A,"115,520"
000009,Connecticut Statewide,25-1054,"Physics Teachers, Postsecondary",180,N/A,"94,023",N/A,"58,323",N/A,"111,878",N/A,"54,499",N/A,"62,736",N/A,"81,078",N/A,"108,317",N/A,"137,190"
000009,Connecticut Statewide,25-1061,"Anthropology and Archeology Teachers, Postsecondary",120,N/A,"84,457",N/A,"56,852",N/A,"98,254",N/A,"53,758",N/A,"62,452",N/A,"78,014",N/A,"99,542",N/A,"123,728"
000009,Connecticut Statewide,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",530,N/A,"76,259",N/A,"40,661",N/A,"94,054",N/A,"33,935",N/A,"51,567",N/A,"69,939",N/A,"94,175",N/A,"129,693"
000009,Connecticut Statewide,25-1063,"Economics Teachers, Postsecondary",240,N/A,"106,542",N/A,"63,091",N/A,"128,272",N/A,"58,912",N/A,"74,058",N/A,"94,825",N/A,"122,703",N/A,"164,307"
000009,Connecticut Statewide,25-1065,"Political Science Teachers, Postsecondary",270,N/A,"115,987",N/A,"57,725",N/A,"145,123",N/A,"51,790",N/A,"67,525",N/A,"93,820",N/A,"135,029",N/A,">187,200"
000009,Connecticut Statewide,25-1066,"Psychology Teachers, Postsecondary",510,N/A,"82,154",N/A,"52,358",N/A,"97,046",N/A,"49,741",N/A,"59,967",N/A,"74,565",N/A,"95,646",N/A,"124,843"
000009,Connecticut Statewide,25-1067,"Sociology Teachers, Postsecondary",220,N/A,"89,681",N/A,"58,343",N/A,"105,345",N/A,"53,484",N/A,"66,165",N/A,"78,319",N/A,"101,632",N/A,"137,261"
000009,Connecticut Statewide,25-1069,"Social Sciences Teachers, Postsecondary, All Other",50,N/A,"70,020",N/A,"49,406",N/A,"80,328",N/A,"45,936",N/A,"53,880",N/A,"62,452",N/A,"85,572",N/A,"101,246"
000009,Connecticut Statewide,25-1071,"Health Specialties Teachers, Postsecondary","3,210",N/A,"158,078",N/A,"60,028",N/A,"207,099",N/A,"53,514",N/A,"73,206",N/A,"131,001",N/A,">187,200",N/A,">187,200"
000009,Connecticut Statewide,25-1072,"Nursing Instructors and Teachers, Postsecondary",980,N/A,"82,975",N/A,"61,194",N/A,"93,861",N/A,"56,122",N/A,"66,317",N/A,"78,735",N/A,"96,255",N/A,"117,306"
000009,Connecticut Statewide,25-1081,"Education Teachers, Postsecondary",670,N/A,"72,932",N/A,"52,500",N/A,"83,158",N/A,"50,857",N/A,"55,807",N/A,"64,217",N/A,"80,642",N/A,"108,896"
000009,Connecticut Statewide,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",140,N/A,"66,307",N/A,"44,861",N/A,"77,020",N/A,"41,970",N/A,"48,990",N/A,"59,662",N/A,"77,193",N/A,"102,038"
000009,Connecticut Statewide,25-1112,"Law Teachers, Postsecondary",N/A,N/A,"103,742",N/A,"52,723",N/A,"129,246",N/A,"50,065",N/A,"57,897",N/A,"76,939",N/A,"134,045",N/A,">187,200"
000009,Connecticut Statewide,25-1113,"Social Work Teachers, Postsecondary",360,N/A,"76,351",N/A,"48,381",N/A,"90,330",N/A,"43,816",N/A,"55,300",N/A,"72,719",N/A,"93,374",N/A,"111,229"
000009,Connecticut Statewide,25-1121,"Art, Drama, and Music Teachers, Postsecondary","1,090",N/A,"69,970",N/A,"34,178",N/A,"87,865",N/A,"33,367",N/A,"37,719",N/A,"61,732",N/A,"89,468",N/A,"121,374"
000009,Connecticut Statewide,25-1122,"Communications Teachers, Postsecondary",390,N/A,"70,659",N/A,"46,809",N/A,"82,590",N/A,"42,913",N/A,"53,504",N/A,"68,428",N/A,"85,633",N/A,"103,113"
000009,Connecticut Statewide,25-1123,"English Language and Literature Teachers, Postsecondary",830,N/A,"76,523",N/A,"47,164",N/A,"91,203",N/A,"43,045",N/A,"57,410",N/A,"73,896",N/A,"93,232",N/A,"112,893"
000009,Connecticut Statewide,25-1124,"Foreign Language and Literature Teachers, Postsecondary",280,N/A,"75,448",N/A,"48,239",N/A,"89,062",N/A,"44,201",N/A,"55,057",N/A,"68,904",N/A,"89,529",N/A,"122,764"
000009,Connecticut Statewide,25-1125,"History Teachers, Postsecondary",320,N/A,"87,662",N/A,"52,784",N/A,"105,091",N/A,"48,138",N/A,"63,304",N/A,"78,917",N/A,"108,551",N/A,"145,367"
000009,Connecticut Statewide,25-1126,"Philosophy and Religion Teachers, Postsecondary",320,N/A,"91,213",N/A,"56,639",N/A,"108,500",N/A,"51,749",N/A,"64,755",N/A,"79,354",N/A,"110,316",N/A,"144,301"
000009,Connecticut Statewide,25-4021,Librarians,"2,370",33.08,"68,813",21.81,"45,368",38.72,"80,541",19.55,"40,651",25.44,"52,926",31.94,"66,429",41.22,"85,735",48.36,"100,597"
000009,Connecticut Statewide,25-1191,Graduate Teaching Assistants,N/A,N/A,"28,588",N/A,"19,884",N/A,"32,941",N/A,"19,499",N/A,"19,793",N/A,"20,310",N/A,"35,122",N/A,"52,551"
000009,Connecticut Statewide,25-1192,"Home Economics Teachers, Postsecondary",50,N/A,"71,451",N/A,"52,074",N/A,"81,139",N/A,"49,112",N/A,"54,296",N/A,"61,428",N/A,"84,081",N/A,"107,557"
000009,Connecticut Statewide,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",210,N/A,"75,762",N/A,"53,849",N/A,"86,729",N/A,"52,875",N/A,"59,612",N/A,"71,035",N/A,"87,003",N/A,"113,501"
000009,Connecticut Statewide,25-1194,"Vocational Education Teachers, Postsecondary",630,23.24,"48,351",16.88,"35,112",26.43,"54,965",15.80,"32,859",18.76,"39,007",22.64,"47,103",27.33,"56,852",31.12,"64,735"
000009,Connecticut Statewide,25-1199,"Postsecondary Teachers, All Other","1,670",N/A,"78,238",N/A,"44,333",N/A,"95,190",N/A,"37,039",N/A,"53,575",N/A,"62,300",N/A,"98,528",N/A,"136,206"
000009,Connecticut Statewide,25-2011,"Preschool Teachers, Except Special Education","6,490",18.43,"38,348",11.64,"24,206",21.83,"45,419",10.43,"21,680",12.62,"26,245",15.42,"32,078",20.70,"43,035",30.11,"62,625"
000009,Connecticut Statewide,25-2012,"Kindergarten Teachers, Except Special Education","1,840",N/A,"72,293",N/A,"49,761",N/A,"83,554",N/A,"45,541",N/A,"55,828",N/A,"72,080",N/A,"89,894",N/A,"100,688"
000009,Connecticut Statewide,25-2021,"Elementary School Teachers, Except Special Education","18,110",N/A,"76,797",N/A,"51,942",N/A,"89,225",N/A,"48,442",N/A,"59,642",N/A,"77,030",N/A,"93,364",N/A,"104,614"
000009,Connecticut Statewide,25-2022,"Middle School Teachers, Except Special and Career/Technical Educa","9,770",N/A,"77,822",N/A,"55,280",N/A,"89,093",N/A,"51,059",N/A,"63,000",N/A,"78,643",N/A,"93,384",N/A,"103,701"
000009,Connecticut Statewide,25-2023,"Career/Technical Education Teachers, Middle School",190,N/A,"71,826",N/A,"50,765",N/A,"82,357",N/A,"47,022",N/A,"57,309",N/A,"73,997",N/A,"88,900",N/A,"97,006"
000009,Connecticut Statewide,25-2031,"Secondary School Teachers, Except Special and Career/Technical Ed","14,060",N/A,"76,280",N/A,"50,106",N/A,"89,367",N/A,"46,230",N/A,"58,628",N/A,"76,422",N/A,"93,455",N/A,"105,923"
000009,Connecticut Statewide,25-2032,"Career/Technical Education Teachers, Secondary School","1,690",N/A,"77,132",N/A,"58,983",N/A,"86,201",N/A,"55,422",N/A,"63,183",N/A,"78,836",N/A,"92,035",N/A,"99,928"
000009,Connecticut Statewide,25-2051,"Special Education Teachers, Preschool",360,N/A,"76,148",N/A,"41,107",N/A,"93,668",N/A,"33,620",N/A,"49,670",N/A,"71,207",N/A,"94,328",N/A,"127,907"
000009,Connecticut Statewide,25-2052,"Special Education Teachers, Kindergarten and Elementary School","2,730",N/A,"80,267",N/A,"52,358",N/A,"94,216",N/A,"47,225",N/A,"60,657",N/A,"80,104",N/A,"97,300",N/A,"118,067"
000009,Connecticut Statewide,25-2053,"Special Education Teachers, Middle School","1,150",N/A,"72,993",N/A,"49,497",N/A,"84,751",N/A,"45,186",N/A,"57,075",N/A,"72,993",N/A,"89,914",N/A,"101,652"
000009,Connecticut Statewide,25-2054,"Special Education Teachers, Secondary School","2,080",N/A,"76,868",N/A,"56,091",N/A,"87,257",N/A,"51,546",N/A,"63,609",N/A,"78,045",N/A,"92,603",N/A,"102,007"
000009,Connecticut Statewide,25-2059,"Special Education Teachers, All Other",320,N/A,"64,938",N/A,"42,487",N/A,"76,168",N/A,"35,101",N/A,"50,674",N/A,"60,991",N/A,"76,807",N/A,"100,638"
000009,Connecticut Statewide,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Ins,640,30.85,"64,177",18.36,"38,186",37.1,"77,172",15.95,"33,174",22.97,"47,772",32.03,"66,612",39.11,"81,352",45.41,"94,449"
000009,Connecticut Statewide,25-3021,Self-Enrichment Education Teachers,"2,790",22.33,"46,443",11.98,"24,916",27.5,"57,207",9.51,"19,772",14.06,"29,248",20.04,"41,665",28.42,"59,114",38.61,"80,307"
000009,Connecticut Statewide,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers","2,710",N/A,"58,699",N/A,"33,823",N/A,"71,136",N/A,"28,314",N/A,"40,488",N/A,"53,393",N/A,"70,974",N/A,"93,587"
000009,Connecticut Statewide,25-3098,Substitute Teachers,"7,570",15.35,"31,926",11.54,"24,013",17.26,"35,883",10.46,"21,761",12.33,"25,636",13.90,"28,913",15.88,"33,022",19.14,"39,819"
000009,Connecticut Statewide,25-4011,Archivists,110,27.37,"56,933",17.24,"35,852",32.43,"67,474",16.43,"34,188",18.36,"38,186",27.89,"58,019",35.30,"73,429",38.41,"79,881"
000009,Connecticut Statewide,25-4012,Curators,180,31.13,"64,765",16.38,"34,077",38.51,"80,104",9.57,"19,904",21.30,"44,313",30.44,"63,314",41.44,"86,201",50.00,"104,006"
000009,Connecticut Statewide,25-4013,Museum Technicians and Conservators,240,24.51,"50,988",15.38,"31,997",29.09,"60,484",13.55,"28,183",17.75,"36,917",25.44,"52,916",30.28,"62,990",35.87,"74,616"
000009,Connecticut Statewide,25-4031,Library Technicians,"1,690",20.48,"42,609",12.60,"26,214",24.43,"50,816",11.12,"23,130",14.30,"29,745",19.29,"40,113",26.15,"54,397",31.27,"65,039"
000009,Connecticut Statewide,25-9011,Audio-Visual and Multimedia Collections Specialists,230,30.57,"63,588",19.54,"40,651",36.09,"75,052",18.45,"38,378",22.19,"46,149",28.67,"59,622",38.13,"79,323",47.00,"97,757"
000009,Connecticut Statewide,25-9031,Instructional Coordinators,"1,210",39.83,"82,833",24.67,"51,323",47.4,"98,599",20.93,"43,542",29.51,"61,397",38.89,"80,875",51.20,"106,512",59.78,"124,346"
000009,Connecticut Statewide,25-9041,Teacher Assistants,"21,830",N/A,"31,541",N/A,"22,025",N/A,"36,288",N/A,"19,742",N/A,"23,881",N/A,"30,161",N/A,"37,171",N/A,"45,470"
000009,Connecticut Statewide,25-9099,"Education, Training, and Library Workers, All Other",910,22.56,"46,930",15.94,"33,154",25.87,"53,819",15.57,"32,393",17.79,"37,019",21.28,"44,283",25.10,"52,196",33.23,"69,128"
000009,Connecticut Statewide,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations","24,540",28.28,"58,830",13.11,"27,270",35.87,"74,606",10.29,"21,406",15.95,"33,174",25.03,"52,054",35.46,"73,743",47.77,"99,359"
000009,Connecticut Statewide,27-1011,Art Directors,610,40.88,"85,035",25.70,"53,454",48.47,"100,820",24.81,"51,617",29.12,"60,565",36.93,"76,797",47.12,"98,020",66.63,"138,600"
000009,Connecticut Statewide,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",90,33.96,"70,639",15.87,"33,012",43,"89,448",15.40,"32,038",17.78,"36,978",25.48,"53,017",38.23,"79,516",68.60,"142,678"
000009,Connecticut Statewide,27-1014,Multimedia Artists and Animators,610,37.97,"78,988",21.08,"43,846",46.42,"96,559",19.74,"41,077",24.29,"50,522",35.98,"74,839",48.73,"101,348",61.56,"128,039"
000009,Connecticut Statewide,27-1019,"Artists and Related Workers, All Other",70,29.21,"60,758",14.55,"30,262",36.54,"76,006",13.47,"28,030",16.03,"33,336",25.46,"52,967",42.70,"88,819",48.95,"101,814"
000009,Connecticut Statewide,27-1021,Commercial and Industrial Designers,300,30.08,"62,574",18.82,"39,129",35.72,"74,291",16.91,"35,183",21.22,"44,151",30.07,"62,533",36.04,"74,981",44.60,"92,755"
000009,Connecticut Statewide,27-1023,Floral Designers,480,17.67,"36,765",12.63,"26,275",20.2,"42,010",11.78,"24,500",13.99,"29,096",16.89,"35,142",19.99,"41,564",25.75,"53,545"
000009,Connecticut Statewide,27-1024,Graphic Designers,"2,190",27.16,"56,497",16.69,"34,706",32.4,"67,393",15.85,"32,951",18.44,"38,368",25.14,"52,287",33.15,"68,965",40.37,"83,970"
000009,Connecticut Statewide,27-1025,Interior Designers,620,31.10,"64,694",15.22,"31,652",39.05,"81,210",11.90,"24,743",18.07,"37,587",23.67,"49,223",30.74,"63,923",44.12,"91,771"
000009,Connecticut Statewide,27-1026,Merchandise Displayers and Window Trimmers,900,14.11,"29,349",10.34,"21,497",16,"33,265",9.63,"20,036",10.54,"21,913",12.18,"25,332",15.30,"31,825",21.98,"45,723"
000009,Connecticut Statewide,27-1027,Set and Exhibit Designers,180,31.23,"64,948",16.70,"34,736",38.49,"80,054",15.06,"31,317",19.31,"40,154",32.08,"66,733",43.04,"89,539",48.78,"101,449"
000009,Connecticut Statewide,27-1029,"Designers, All Other",60,27.44,"57,075",17.82,"37,090",32.25,"67,068",16.55,"34,412",18.84,"39,190",24.87,"51,719",35.29,"73,419",39.30,"81,738"
000009,Connecticut Statewide,27-2011,Actors,580,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
000009,Connecticut Statewide,27-2012,Producers and Directors,"2,040",33.98,"70,670",20.08,"41,767",40.92,"85,126",17.51,"36,410",23.91,"49,741",31.88,"66,297",39.39,"81,930",50.58,"105,203"
000009,Connecticut Statewide,27-2021,Athletes and Sports Competitors,N/A,N/A,"65,587",N/A,"26,052",N/A,"85,359",N/A,"22,471",N/A,"29,623",N/A,"61,113",N/A,"87,703",N/A,"125,564"
