JobPostingID,Title,SalaryBasis,SalaryStart,SalaryEnd,OpeningDate,ClosingDate,VacancyTotal,Organization,JobDescription,JobType,Name,Address1,Address2,City,State,Zip,ContactPhone,ContactExtension,ContactFax,ContactEmail,ContactComments,PostingType,Specialty,WorkZip,OnetCode,SocTitle,Onet,JobDetailsURL,JobURL,Employer,latlng
5993,Assistant Director - Adult Education & Literacy,Annual,"$42,336.00","$42,336.00",2017-02-10,2017-02-24,1,State of Missouri Department of Elementary and Secondary Education,"Job Opportunity Notice  Assistant Director  Annual Salary: $42,336  Full-time, benefited position  Adult Education & Literacy  Adult Learning & Vocational Rehabilitation    APPLICATION PROCESS  All applications MUST be submitted electronically to be considered for the review process. Complete the employment application at https://desemo.applicantpro.com/jobs/.  Once on The Missouri Department of Elementary and Secondary Education's website, complete the ""Apply Now"" information to the right, then click ""Apply for this Position"". This will direct you to the online application. Attach a scanned copy of college transcripts (if applicable for the position) with the application. An e-mail confirmation will be sent once the application is received electronically.    NOTE: If a college degree is a requirement for this position, transcripts MUST be submitted with the application in order to be considered for employment.  Failure to include transcripts (when required for the position) with your application will eliminate the application from the review process.     EDUCATION AND EXPERIENCE  Graduation from an accredited four-year college or university with a degree in education, administration or closely related field.  Two years of successful professional work experience in the field of administration, education or training. Experience in administration or supervision preferred.    KNOWLEDGE, SKILLS AND ABILITIES  Knowledge of effective strategies and best practices in the field of management, education or training.  Knowledge and/or experience with one or more of the following areas:     Adult Education     Curriculum Planning and Current Teaching Principles     Professional Development     Grant and Contract Management     Testing and Assessment  Able to communicate effectively and express ideas, both orally and in writing.  Ability to prepare and maintain policies, procedures, guidelines, and technical manuals.  Ability to communicate effectively and express ideas, both orally and in writing.  Establish and maintain effective working relationship with local administrators and staff.    EXAMPLES OF WORK PERFORMED  Works in coordination with the AEL Director to oversee the functions of the AEL section.  Provides effective communication to local AEL programs on planning and implementation of AEL activities and services in the form of technical assistance/guidance to local AEL programs.  Assists in managing various functions of the section as assigned by the Section Director, i.e. distance learning, monitoring of local programs, professional development requirements for local AEL teachers, postsecondary education transitions.  Assists in relationship building between local workforce staff across the state and Adult Education local providers.  Assist section director to ensure AEL is meeting all new WIOA requirements.  Works in coordination with the AEL Director in preparing the federally required Annual Performance Report.  Assists section director in implementing federal/state policies procedures relating to the operation of the AEL program.  Assists in supervising and training section staff on specific job duties.  Establish and maintain effective working relationships with local school officials, community colleges, local community-based organizations, civic leaders, business industry, and social services groups.  Proficient in Microsoft Office Suite to communicate and create reports as needed by local AEL programs or AEL staff.  Must be able to lift 25 pounds.  This position is required to travel occasionally in-state and/or out-of-state.  Performs other related work as assigned.    For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.    https://www.applicantpro.com/j/526164-143297",Full-Time,,,,,MO,,,,,jessica.schwartz@dese.mo.gov,"For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.    https://www.applicantpro.com/j/526164-143297",Other,,65101,25301100,"Education, Training, and Library Occupations","Adult Literacy, Remedial Education, and GED Teachers and Instructors",,https://mocareers.mo.gov/Details?id=5993,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5870,Fiscal And Administrative Manager (Band 1),Annual,"$41,184.00","$66,672.00",2017-01-25,2017-02-22,1,Workforce Development,"�	Provides administrative, managerial and technical assistance in budgeting, planning, analysis, and coordination of fiscal and/or administrative services through supervision of fiscal staff   �	Manages all financial staff�s day to day activities including the workflow of entering documents in SAMII and re-distributing work  �	Acts as the liaison between the Division�s fiscal staff and the Department of Economic Development�s (DED) fiscal staff  �	Prepares agency budgets for legislative sessions, including the Core Budget Form, Form 9�s, Form 14�s, Program Description Forms, and the Core Decision Items  �	Prepares all responses to fiscal notes to include determining fiscal impact  �	Works closely with DED�s Administrative staff and Office of Administration (OA) Budget and Planning  �	Reconciles Treasurer�s Report within SAMII and the internal cost accounting system  �	Conducts financial monitoring of Division subcontractors including local Workforce Development Boards (WDB) located throughout the state  �	Reviews and approves the annual monitoring plan, reports and corrective action plans, while making recommendations for changes that are necessary  �	Maintains knowledge of and ensures compliance with federal, state, and division rules and regulations applicable to Division of Workforce Development (DWD) programs  �	Develops and/or maintains policies and procedures relating to accounting, financial monitoring and reporting  �	Interprets rules, regulations, policies and procedures as necessary to staff, WDB, subcontractors, and other Division staff  �	Serves as backup in the absence of the Fiscal and Administrative Manager B2 and assists as needed on special projects and/or assignments   �	Responsible for all quarterly reporting to the United States Department of Labor",Full-Time,,,,,,,,,5735229814,Leah.Norment@ded.mo.gov,"This position is a merit position.  Interested applicants must apply through the Electronic Application System (EASe) available at http://www.ease.mo.gov/ and be determined eligible.  You will receive an electronic notification from the EASe system to the email address you provided (if determined eligible).  After the closing date, the department will be provided the names of individuals determined eligible and we will contact individuals at that time.",Merit,,65102,43101100,Office and Administrative Support Occupations,First-Line Supervisors/Managers of Office and Administrative Support Workers,,https://mocareers.mo.gov/Details?id=5870,STATE OF MISSOURI,
5990,Locksmith,Annual,"$29,580.00","$41,184.00",2017-02-09,2017-02-23,1,Division or Probation & Parole,A vacancy currently exists for a Locksmith at the St. Louis Community Release Center.  SLCRC is a 550 bed facility housing both probation and parole offenders being supervised by the Division of Probation and Parole.,Full-Time,Joe Sampson,,,,,,3148770300,335,,Joseph.Sampson@doc.mo.gov,,Merit,,63102,49909400,"Installation, Maintenance, and Repair Occupations",Locksmiths and Safe Repairers,,https://mocareers.mo.gov/Details?id=5990,STATE OF MISSOURI,
5967,Academic Teacher I-II-III/Special Education Teacher I-II-III,Annual,"$29,580.00","$39,708.00",2017-02-07,2017-02-23,1,Division of Youth Services,"This position instructs juvenile offenders in elementary or secondary school subjects and related special education work.  Function as part of a teaching team and assists in developing, implementing and evaluating individual educational plans and confer with parents and/or students.",Full-Time,Division of Youth Services,Attn: Human Resources,1240 E. Brown School Rd,Columbia,MO,65202,5734492939,,5734498766,april.l.andrews@dss.mo.gov,"You must include a cover letter, resume, photocopy of official transcripts, photocopy of teaching certificate, DSS Application for Employment and DYS Employment Application Addendum.",Merit,,65251,25108100,"Education, Training, and Library Occupations","Education Teachers, Postsecondary",,https://mocareers.mo.gov/Details?id=5967,STATE OF MISSOURI,"(38.8461702, -91.949021)"
5823,Corrections Case Manager III,Annual,"$36,924.00","$52,116.00",2017-01-23,2017-02-23,1,WRDCC,"Supervises lower-level Corrections Case Managers and other staff in a unit.    Performs work in a specialized unit/area for offenders with special needs, or in coordinating the placement and transfer of offenders.    Participates in the recruitment of new Corrections Case Managers and conducts in-service training for professional staff.    Serves as a lead worker on a classification team; evaluate the offenders� institutional adjustment attitude toward society and release plans; prepares Transition Accountability Plans (TAPS); and makes recommendations/adjustments relative to job assignments, facility transfers, and disciplinary actions.    Secures, verifies, and evaluates information from incarcerated adult offenders concerning their home life, family relationships, work history, and pertinent personal and social factors; recommends, from the case management viewpoint, the procedures best suited for the offender's treatment and rehabilitation.    Assesses classification status and prepares analysis for program eligibility determinations using Adult Internal Classification System (AICS), Reclassification Analysis (RCA), and Initial Classification Analysis (ICA) instruments.    Prepares periodic progress reports on each assigned offender as to behavior, adjustment, and rehabilitation; reviews case records of lower-level Corrections Case Managers.    Acts as grievance officer; processes and responds to Informal Resolution Requests (IRR�s); and holds disciplinary hearings on conduct violations.    Processes offenders by completing initial file review and protective custody assessment; enters enemy waivers and maintains enemy lists.    Maintains open-door office policy; handles offenders� laundry, property, and financial concerns as well as mail and censorship notices; and notifies offenders of the critical illness/death of immediate family members.    Participates and implements the vocational, educational, and social adjustment planning for all assigned offenders; facilitates offender programs.    Prepares special and routine reports and coordinates program activities with shared stakeholders.    Provides pre-release counseling; researches and identifies community resources and services prior to processing offenders for release.    Exercises considerable discretion and independence in the performance of responsibilities within established policies and procedures; receives general administrative direction.    Performs other related work duties as assigned.      Areas of Interest:       Corrections & Youth Services",Full-Time,Susie Williams,3401 Faraon St,,St Joseph,MO,64506,8163872158,2230,8163872158,susan.williams@doc.mo.gov,,Merit,,64506,21109200,Community and Social Services Occupations,Probation Officers and Correctional Treatment Specialists,,https://mocareers.mo.gov/Details?id=5823,STATE OF MISSOURI,"(39.7898725, -94.8022232)"
5928,Special Projects Coordinator - Equal Opportunity & Diversity,Monthly,"$5,390.00","$5,390.00",2017-02-02,2017-02-24,1,Equal Opportunity & Diversity Division,"The special projects coordinator performs varied and complex tasks in the completion of special projects involving a high degree of functional expertise in area of assignment. Responsibilities are performed under general supervision. To view the entire job description, and apply on-line, please visit www.modot.org/jobs (Job ID #9326). Deadline to apply for this position is February 24, 2017 at 11:55 p.m. Interviews will be held on March 9, 2017.",Full-Time,Stacy Kaiser,,,,,,,,,Stacy.Kaiser@modot.mo.gov,"To be considered for this vacancy, please go to the Missouri Department of Transportation Employment Application System (www.modot.org/jobs) and submit an on-line application for Job ID #9326. Applications and, if applicable, transcripts must be received by no later than 11:55 pm on February 24, 2017.",Other,,65101,13119900,Business and Financial Operations Occupations,"Business Operations Specialists, All Other",http://www.modot.org/jobs,https://mocareers.mo.gov/Details?id=5928,STATE OF MISSOURI,
5933,Diversity and Inclusion Specialist,Monthly,"$3,213.00","$3,985.00",2017-02-02,2017-02-24,1,Equal Opportunity & Diversity Division,"The diversity and inclusion specialist performs varied activities which support diversity initiatives for the department and serves in an advisory capacity for equal opportunity and diversity related activities. To view the entire job description, and apply on-line, please visit www.modot.org/jobs (Job ID #9327). Interviews will be held on March 13, 2017.",Full-Time,Stacy Kaiser,,,,,,,,,Stacy.Kaiser@modot.mo.gov,"To be considered for this vacancy, please go to the Missouri Department of Transportation Employment Application System (www.modot.org/jobs) and submit an on-line application for Job ID #9327. Applications and, if applicable, transcripts must be received by no later than 11:55 pm on February 24, 2017.",Other,,65101,13119900,Business and Financial Operations Occupations,"Business Operations Specialists, All Other",http://www.modot.org/jobs,https://mocareers.mo.gov/Details?id=5933,STATE OF MISSOURI,
5960,Director - Veterans Education & Training,Annual,"$49,056.00","$49,056.00",2017-02-07,2017-02-24,1,State of Missouri Department of Elementary and Secondary Education,"Job Opportunity Notice  Director  Annual Salary: $49,056  Full-time, benefited position  Veterans Education & Training  Adult Learning & Vocational Rehabilitation    APPLICATION PROCESS  All applications MUST be submitted electronically to be considered for the review process. Complete the employment application at https://desemo.applicantpro.com/jobs/.  Once on The Missouri Department of Elementary and Secondary Education's website, complete the ""Apply Now"" information to the right, then click ""Apply for this Position"". This will direct you to the online application. Attach a scanned copy of college transcripts (if applicable for the position) with the application. An e-mail confirmation will be sent once the application is received electronically.    NOTE: If a college degree is a requirement for this position, transcripts MUST be submitted with the application in order to be considered for employment.  Failure to include transcripts (when required for the position) with your application will eliminate the application from the review process.     EDUCATION AND EXPERIENCE  Master's degree with six (6) years of related experience (teaching, personnel, or administrative experience); or Doctorate degree with four (4) years of related experience.    EXAMPLES OF WORK PERFORMED  Administers for the State, applicable State and Federal Statutes and contractual obligations with the Department of Veterans Affairs (VA) to serve the veterans participating in the education and training programs.    Prepares an annual Plan of Operation to include State Approving Agency (SAA) goals, objectives, performance standards, evaluation and documentation of achievement levels, annual supervisory visit schedule, visits at the request of the VA, technical assistance and staff development activities required in the SAA/VA contract.  Prepares and completes SAA/VA contract and submits annually.  Prepares an annual Plan of Operation for Troops To Teachers.  Organizes the personnel structure of the SAA and Troops To Teachers to accomplish the SAA's responsibilities.    Provides oversight and coordinates the SAA and Troops To Teachers activities for efficiency and effectiveness.  Develops approval criteria and formulates procedures and policies.  Presides at Reviewing Committee meetings, Advisory Group meetings and other meetings.  Notifies the appropriate government office of any and all action taken by the SAA affecting approvals and withdrawals of courses.  Develops program publications, coordinating SAA, VA, VR, and Troops To Teachers related information.  Develops an effective outreach program promoting program awareness and utilization, including utilization of the media.  Prepares and completes SAA quarterly and annual performance evaluation reports and submits to VA  Coordinates agency activities supporting veterans and dependents  Coordinates training for Missouri Vet Reps statewide, WFD, and MO Veterans Commission.",Full-Time,,,,,MO,,,,,jessica.schwartz@dese.mo.gov,"For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.    https://www.applicantpro.com/j/524133-143297",Other,,65101,25119400,"Education, Training, and Library Occupations",Vocational Education Teachers Postsecondary,,https://mocareers.mo.gov/Details?id=5960,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5979,Youth Specialist I-II,Annual,"$28,668.00","$31,608.00",2017-02-09,2017-02-27,1,Division of Youth Services,"Serves as a youth supervisor with responsibility for the safety, personal conduct, care, education and therapy of the youth during a shift, implements group and individual treatment plans, maintains security in buildings, grounds, and other posts, and intervenes during emergencies or altercations to prevent escapes and gain physical control of youth.",Full-Time,Division of Youth Services,Attn: Brenda Joseph,7960 US Hwy 61,New Madrid,MO,63869,5736885237,,5736885342,brenda.joseph@dss.mo.gov,"You must include a cover letter, resume, photocopy of official transcripts, DSS Application for Employment and DYS Employment Application Addendum.",Merit,,63869,21109999,Community and Social Services Occupations,"Community and Social Service Specialists, All Other",,https://mocareers.mo.gov/Details?id=5979,STATE OF MISSOURI,"(36.6515743, -89.5120084)"
5970,Director - Missouri State Data Center,Annual,"$80,000.00","$95,000.00",2017-02-07,2017-02-24,1,ITSD,"Ensure the utmost level of accessibility of mission critical software/services and systems available to the SDC�s diverse client base.    Manage the data center design, technology implementation, capacity planning/scaling, and operations for the State of Missouri�s primary and secondary data centers.    Provide project & management leadership for infrastructure growth and deployment initiatives. This position will be accountable for ensuring technology projects incorporate appropriate planning, technical analysis, budgets, and resource management in order to meet deadlines and objectives.  Project level involvement will vary to include, but not limited to the following: high-level designs, technology assessment, technical architecture review, staff & resources, implementation/deployment schedules, financial estimates and tracking/recording/reporting.      Provide leadership and direct a diverse technology staff of 180+ IT professionals to effectively accomplish goals. Continue to promote a team environment with the SDC�s skilled internal teams while leveraging their expansive technical talents and expertise.      Continue to develop and implement processes/procedures while ensuring that established policies and procedures are followed for consistency.    Communicate and collaborate effectively both inside the organization, and with outside vendors and ITSD customers.",Full-Time,Melanie Morfeld,301 W. High St. Suite 430,,Jefferson City,MO,65101,,,,melanie.morfeld@oa.mo.gov,"Submit an introductory cover letter, resume, and college transcripts to the contact.",Other,,65101,15119902,Computer and Mathematical Occupations,Computer Systems Engineers/Architects,https://it-careers.mo.gov/job-opportunity/3781-17/director-missouri-state-data-center,https://mocareers.mo.gov/Details?id=5970,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5978,Physical Plant Supervisor III,Semi-Monthly,"$1,782.50","$2,606.50",2017-02-09,2017-02-24,1,FMDC,"This position with OA/FMDC is responsible for managing all Building Automation Systems and Data Acquisition Gateways for State Facilities to include installations, upgrades, modifications, testing, repairs and ensuring all components are running properly and up to current code.    Assist in the administration of new construction, remodeling, and maintenance repairs; recommend and/or initiate energy cost savings measures.    Provide technical assistance/training on complex HVAC systems and building automation systems.  Coordinate with state and county officials on SEMA�s behalf as required.     Work Schedule is Monday through Friday, 7:00 a.m. � 4:00 p.m.",Full-Time,Mary Limbach,301 W. High St. Suite 430,,Jefferson City,MO,65101,,,,mary.limbach@oa.mo.gov,"Successful applicants must be on the Merit Register by filling out an EASe application at https://www.ease.mo.gov or be appointable under the Merit System for the Physical Plant Supervisor III classification.  In addition, please submit your resume with a letter of interest to the contact.",Merit,,65101,11102100,Management Occupations,General and Operations Managers,http://oa.mo.gov/job-opportunity/3796-17/physical-plant-supervisor-iii,https://mocareers.mo.gov/Details?id=5978,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5980,Information Technology Specialist II,Semi-Monthly,"$2,355.00","$3,296.00",2017-02-09,2017-02-24,1,ITSD,"This position is a Project Manager of IT projects for Department of Natural Resources. Specific duties include creating and managing project plans, schedules and budgets, identifying and managing issues and risks, managing change, managing project teams, measuring and managing project performance, facilitating communications, and closing projects. Additional duties include development of project request forms, project assessment quotation (PAQ) requests, and requests for proposals (RFPs)",Full-Time,Amanda Toebben,301 W. High St. Suite 430,,Jefferson City,MO,65101,,,,amanda.toebben@oa.mo.gov,"NOTE: YOU MUST INCLUDE A COPY OF YOUR MOST CURRENT TRANSCRIPTS and resume, and e-mail to address provided.    Please include the job posting number when applying for this position.    Review the required skills and qualifications before applying for this position. Candidates must also complete an on-line application which can be found at https://www.ease.mo.gov/Logon/RegisterOrLogon     Applicants need to be eligible to work in the United States.",Merit,,65101,15119909,Computer and Mathematical Occupations,Information Technology Project Managers,https://it-careers.mo.gov/job-opportunity/3801-17/information-technology-specialist-ii,https://mocareers.mo.gov/Details?id=5980,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5982,Information Technology Specialist I,Semi-Monthly,"$2,035.50","$2,958.50",2017-02-09,2017-02-24,1,ITSD,"This position with OA/ITSD Desktop Services is for a supervisor who will manage 6 staff that support desktop virtualization and application virtualization. This position will work closely with supervisors and team leads within Desktop Services as well as supervisors and team leads in ITSD. Essential duties include: assignment and leadership of projects; manage, assign and follow-up on OHD tickets; provide guidance, mentoring, support and leadership to staff. A person in this position will assist in setting direction for future advancement in endpoint technologies. Expected competencies are: supervisory skills, organization, multi-tasking, working well under pressure, effective communication skills and operating with minimal supervision.",Full-Time,Melanie Morfeld,301 W. High St. Suite 430,,Jefferson City,MO,65101,,,,melanie.morfeld@oa.mo.gov,"NOTE: YOU MUST INCLUDE A COPY OF YOUR MOST CURRENT TRANSCRIPTS and resume, and e-mail to address provided.    Please include the job posting number when applying for this position.    Review the required skills and qualifications before applying for this position. Candidates must also complete an on-line application which can be found at https://www.ease.mo.gov/Logon/RegisterOrLogon     Applicants need to be eligible to work in the United States.",Merit,,65101,15115200,Computer and Mathematical Occupations,Computer Network Support Specialists,https://it-careers.mo.gov/job-opportunity/3806-17/information-technology-specialist-i,https://mocareers.mo.gov/Details?id=5982,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5981,School Violence Hotline Dispatcher,Hourly,$12.84,$12.84,2017-02-09,2017-02-27,1,Children's Division,"The Missouri School Violence Hotline in Jefferson City, Missouri, is seeking a part-time call center staff member for 2 days a week.",Part-Time,Daisy Vance,,,,MO,,,,,Daisy.M.Vance@dss.mo.gov,"Please send your cover letter, resume and transcript along with a completed DSS Employment Application http://dss.mo.gov/hrc/pdf/mo886-1315.pdf",Other,,65109,43919999,Office and Administrative Support Occupations,"Office and Administrative Support Workers, All Other",,https://mocareers.mo.gov/Details?id=5981,STATE OF MISSOURI,"(38.5686223, -92.2433487)"
5984,Information Technology Specialist I,Semi-Monthly,"$2,035.50","$2,958.50",2017-02-09,2017-02-24,1,ITSD,"-Responsible for significant, Institute-wide projects, typically with large budgets and sizeable staff, focused on meeting project commitments. Act as the single point of contact to the customer for all types of service requests.    -Coordination of all IT support groups to ensure maximum utilization of billable resources    -Schedule technical resources via dispatch portal or ITSM.    - Monitor resource reschedules to ensure prompt time entry on service requests.    -Communication with customers as required, keeping them informed of incident progress, notifying them on impending changes.    - Actively participates in cross-functional groups to solve problems across projects. Provides resources and organizational structure to promote collaborative initiatives. Utilizes a network of relationships to collect and disseminate information, build support, and secure buy-in for desired objectives.",Full-Time,Melanie Morfeld,301 W. High St. Suite 430,,Jefferson City,MO,65101,,,,melanie.morfeld@oa.mo.gov,"NOTE: YOU MUST INCLUDE A COPY OF YOUR MOST CURRENT TRANSCRIPTS and resume, and e-mail to address provided.    Please include the job posting number when applying for this position.    Review the required skills and qualifications before applying for this position. Candidates must also complete an on-line application which can be found at https://www.ease.mo.gov/Logon/RegisterOrLogon     Applicants need to be eligible to work in the United States.",Merit,,65101,15119909,Computer and Mathematical Occupations,Information Technology Project Managers,https://it-careers.mo.gov/job-opportunity/3816-17/information-technology-specialist-i,https://mocareers.mo.gov/Details?id=5984,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5986,"Driver Examiner I, II, OR III (Kansas City)",Semi-Monthly,"$1,171.00","$1,782.50",2017-02-09,2017-02-24,1,MISSOURI STATE HIGHWAY PATROL - Troop A Headquarters,An employee in this position conducts a variety of driver license examinations to determine the eligibility of individual applicants for licensure.  Employee interacts with the public on a daily basis in reference to all facets of the driver examination process.,Full-Time,Lieutenant Clark Stratton,504 Southeast Blue Parkway,,Lee's Summit,MO,64063,8166220800,3112,8166220715,clark.stratton@mshp.dps.mo.gov,"Individuals, including current Patrol employees, interested in this Driver Examiner position must visit our website at www.mshp.dps.mo.gov to complete and submit an application for civilian employment prior to the application deadline.  Resumes will not be accepted in lieu of the application.  Individuals who have previously completed an application must access their profile in the system to re-apply.",Other,,64106,53609999,Transportation and Material Moving Occupations,"Transportation Workers, All Other",http://www.mshp.dps.missouri.gov/MSHPWeb/Root/index.html,https://mocareers.mo.gov/Details?id=5986,STATE OF MISSOURI,"(39.1040382, -94.57018029999999)"
5987,"Driver Examiner I, II, OR III (Sedalia)",Semi-Monthly,"$1,171.00","$1,782.50",2017-02-09,2017-02-24,1,MISSOURI STATE HIGHWAY PATROL - Troop A Headquarters,An employee in this position conducts a variety of driver license examinations to determine the eligibility of individual applicants for licensure.  Employee interacts with the public on a daily basis in reference to all facets of the driver examination process.,Full-Time,Lieutenant Clark Stratton,504 Southeast Blue Parkway,,Lee's Summit,MO,64063,8166220800,3112,8166220715,clark.stratton@mshp.dps.mo.gov,"Individuals, including current Patrol employees, interested in this Driver Examiner position must visit our website at www.mshp.dps.mo.gov to complete and submit an application for civilian employment prior to the application deadline.  Resumes will not be accepted in lieu of the application.  Individuals who have previously completed an application must access their profile in the system to re-apply.",Other,,65301,53609999,Transportation and Material Moving Occupations,"Transportation Workers, All Other",http://www.mshp.dps.missouri.gov/MSHPWeb/Root/index.html,https://mocareers.mo.gov/Details?id=5987,STATE OF MISSOURI,"(38.6508007, -93.21814769999999)"
5988,Information Technology Specialist I,Semi-Monthly,"$2,035.50","$2,958.50",2017-02-09,2017-02-24,1,ITSD,"ITSD-DMH is filling an IT Specialist I to serve as a Business Analyst / Quality Assurance specialist. We are seeking individuals who are committed to high quality work and enjoy a challenging, fast-paced, and progressive team environment. The position is located in Jefferson City at the 1706 Elm Street location. A person in this position will exercise considerable independence, judgment, and initiative in analyzing projects with an agile, waterfall, or hybrid project management methodology. The business analysis function includes, but is not limited to: gathering business and functional requirements, cost/benefit analysis, feasibility studies, storyboarding, workflow charts and diagrams, gap analysis, design test cases, and lead efforts for user acceptance testing. The quality assurance functions include, but are not limited to: eliminating application defects, performance testing and enhancement, testing responsive design, security, data integrity, conversion processes, and other ITSD best practices. The BA/QA will be able to analyze highly complex projects with broad guidance from supervisor.",Full-Time,Melanie Morfeld,301 W. High St. Suite 430,,Jefferson City,MO,65101,,,,melanie.morfeld@oa.mo.gov,"NOTE: YOU MUST INCLUDE A COPY OF YOUR MOST CURRENT TRANSCRIPTS and resume, and e-mail to address provided.    Please include the job posting number when applying for this position.    Review the required skills and qualifications before applying for this position. Candidates must also complete an on-line application which can be found at https://www.ease.mo.gov/Logon/RegisterOrLogon     Applicants need to be eligible to work in the United States.",Merit,,65101,15119908,Computer and Mathematical Occupations,Business Intelligence Analysts,https://it-careers.mo.gov/job-opportunity/3821-17/information-technology-specialist-i,https://mocareers.mo.gov/Details?id=5988,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5972,Academic Teacher I-II-III/Special Education Teacher I-II-III,Annual,"$29,580.00","$39,708.00",2017-02-08,2017-02-24,1,Division of Youth Services,"This position instructs juvenile offenders in elementary or secondary school subjects and related special education work.  Function as part of a teaching team and assists in developing, implementing and evaluating individual educational plans and confer with parents and/or students.",Full-Time,Division of Youth Services,Attn: Marika Hardy,6347 Plymouth Avenue,St. Louis,MO,63133,3147460850,,3147460811,Marika.R.Hardy@dss.mo.gov,"You must include a cover letter, resume, photocopy of official transcripts, DSS Application for Employment and DYS Employment Application Addendum.",Merit,,63133,25108100,"Education, Training, and Library Occupations","Education Teachers, Postsecondary",,https://mocareers.mo.gov/Details?id=5972,STATE OF MISSOURI,"(38.6787998, -90.3042778)"
5975,Institutional Activity Coordinator,Annual,"$29,580.00","$41,184.00",2017-02-08,2017-02-24,1,DAI/DOC/OCC,"Plans, develops, and coordinates new or revised facility activity programs, including offender organizations, work release and/or education release.  Performs other related work as assigned",Full-Time,,,,,,,,,,catalina.anderson@doc.mo.gov,,Merit,,65652,21102999,Community and Social Services Occupations,"Social Workers, All Other",,https://mocareers.mo.gov/Details?id=5975,STATE OF MISSOURI,
5997,Temporary Military Funeral Honors Team Member (2),Monthly,"$2,195.00","$2,265.00",2017-02-10,2017-02-24,2,Adjutant General,"Works under the direct supervision of the Military Funeral Honors Team Leader.  Part of a specialized team responsible for conducting military funeral honors ceremonies.  Incumbent will be required, upon occasion, to function as a Military Funeral Honors Team Leader with all the duties and responsibilities associated with that position.  Work regularly involves making independent decisions to fulfill work requests.  Provide supervision to National Guard augmentee personnel in the conduct of military funeral honors ceremonies and processing of documents for expense reimbursement.  Work includes, but is not limited to, operation and maintenance of military weapons and components, maintaining various logs, and security of sensitive items.  Work is accomplished in a public environment that requires professional appearance and performance at all times.  Some duties may require individual to work independently from the group while conducting training programs for National Guard units and veteran organizations. Responsibilities may be added, deleted or changed at any time, within the parameters of the job classification, at the discretion of management, formally or informally, verbally or in writing. Comply with all state and office standard operating procedures and performs other duties as assigned.","Full-Time, Temporary",Elaine Forck,2302 Militia Dr,,Jefferson City,MO,65101,5736389609,,5736389823,elaine.a.forck.nfg@mail.mil,"Persons who wish to be considered for this position must complete MO 812-0938 (6-16), DPS Application for Employment.  Applications may be picked up from the State Resources Division located on the second floor of the Office of the Adjutant General, 2302 Militia Drive, Jefferson City, Missouri  65101-1203, or downloaded from www.moguard.com.  Completed applications may be returned to the above listed address.",Other,,64129,55101900,Military Specific Occupations,"Military Officer Special and Tactical Operations Leaders, All Other",,https://mocareers.mo.gov/Details?id=5997,STATE OF MISSOURI,"(39.0577566, -94.4902774)"
5998,Military Funeral Honors Team Leader,Monthly,"$2,389.00","$2,465.00",2017-02-10,2017-02-24,1,Adjutant General,"Works under the direct supervision of the Military Funeral Honors Area Commander. Responsible for determining specific support requirements for military funeral honors teams assigned service areas.  Individual will coordinate personally with professional service providers to ensure information is adequate to fulfill requirements.  Work also includes responsibility for training subordinates, personnel assigned to National Guard units, and veterans� organizations.  Work regularly involves making independent decisions concerning the procedures or means required to accomplish each mission.  Supervision of a moderate-size team of highly trained specialized personnel capable of performing unique military ceremonial honors tasks.  The employee plans and coordinates all tasks in accordance with standing operating procedures and ensures completion of all tasks.  Significant departures from standing operating procedures will be reviewed/approved by a superior. Prepare payroll documents, performance appraisals, leave requests, and other administrative requirements concerning federal and state team members.  Ensure unit augmentation personnel complete required documentation.  Make presentation to local and civic organizations concerning the Missouri Military Funeral Honors program when requested.  At the discretion of management, responsibilities may be added, deleted or changed at any time, formally or informally, verbally or written. Complies with all state and office standard operating procedures and performs other duties as assigned.",Full-Time,Elaine Forck,2302 Militia Drive,,Jefferson City,MO,65101,5736389609,,5736389823,elaine.a.forck.nfg@mail.mil,"Persons who wish to be considered for this position must complete MO 812-0938 (6-16), DPS Application for Employment.  Applications may be picked up from the State Resources Division located on the second floor of the Office of the Adjutant General, 2302 Militia Drive, Jefferson City, Missouri  65101-1203, or downloaded from www.moguard.com.  Completed applications may be returned to either of the above listed address.",Other,,65101,55101999,Military Specific Occupations,"Military Officer Special and Tactical Operations Leaders/Managers, All Other",,https://mocareers.mo.gov/Details?id=5998,STATE OF MISSOURI,"(38.528107, -92.1646722)"
